Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize
AAPL,2,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a',-5990607817048210779,2.01902072352E7,1101.0,157.0,155.0,2.0,0.0,98.72611464968153,1.2738853503184713,0.0,0.974500568458665,0.0259223281018213,0.09358080872836069,5.195175714607044,18.734766951125813,156.7751009619948,7.429857248897024,149.34524371309777,0.9985675220509224,0.047323931521637094,0.9512435905292852,149.48118517299628,0.9521094597006132,95.34752920314385,1.0,75.0,0.024390243902439025,2.0,0.975609756097561,80.0,0.0,0.0,0.974025974025974,1.0,0.9868421052631579,0.9748175434162896,1.0,1.0,0.9872611464968153,0.011651390399254311,0.9883486096007458,0.012738853503184714,0.9875920258085863,0.9872611464968153,0.9872663198453787,0.9748175434162895,1.0,1.0,0.9872482131254061,0.9872611464968153,0.262,0.0,0.260928,2.28E-4,260.928,0.228,14851.0,139222.0,21222.0,100.0,54.77707006369427,?,?
AAPL,2,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a',-5990607817048210779,2.01902072352E7,1101.0,157.0,156.0,1.0,0.0,99.36305732484077,0.6369426751592356,0.0,0.9872430324205737,0.033626080235032156,0.09617108633489976,6.73910903095903,19.253337456731227,156.7751009619948,9.053609008012158,147.72149195398265,0.9985675220509224,0.057666299414090176,0.9409012226368322,147.75574726791706,0.9411194093497902,94.24694760919706,1.0,75.0,0.012195121951219513,1.0,0.9878048780487805,81.0,0.0,0.0,0.9868421052631579,1.0,0.9933774834437086,0.9873233743018928,0.9998373983739838,0.9998245614035087,0.9936305732484076,0.005825695199627156,0.9941743048003727,0.006369426751592357,0.993714381495139,0.9936305732484076,0.993632125946596,0.9873233743018927,0.9998373983739837,0.9998394516719241,0.9936212570592776,0.9936305732484076,0.447,0.001,0.446379,3.21E-4,446.379,0.321,14851.0,139222.0,21222.0,100.0,57.64331210191083,?,?
AAPL,2,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a',-5990607817048210779,2.01902072352E7,1101.0,157.0,155.0,2.0,0.0,98.72611464968153,1.2738853503184713,0.0,0.9744715447154472,0.02290431669044475,0.0884695424860473,4.5903265078072595,17.71149750970799,156.7751009619948,6.491646026338786,150.283454935656,0.9985675220509224,0.04134806386203048,0.9572194581888918,150.29830481879074,0.9573140434317882,95.86873419091327,0.9866666666666667,74.0,0.012195121951219513,1.0,0.9878048780487805,81.0,0.013333333333333334,1.0,0.9866666666666667,0.9866666666666667,0.9866666666666668,0.9744715447154472,0.9998373983739838,0.9998245614035087,0.9872611464968153,0.012789601781368135,0.9872103982186319,0.012738853503184714,0.9872611464968153,0.9872611464968153,0.9872611464968153,0.9744715447154472,0.9998373983739837,0.9998394516719241,0.9872357723577236,0.9872611464968153,0.47,0.0,0.462023,2.2700000000000002E-4,462.023,0.227,14851.0,139222.0,21222.0,100.0,53.82165605095541,?,?
AAPL,2,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a',-5990607817048210779,2.01902072352E7,1101.0,157.0,155.0,2.0,0.0,98.72611464968153,1.2738853503184713,0.0,0.974500568458665,0.0315033907470375,0.1203455502393863,6.313694120910627,24.093036467386398,156.7751009619948,10.756870846553618,146.01823011544118,0.9985675220509224,0.06851510093346254,0.9300524211174598,147.7405632508433,0.941022695865244,94.23726238687505,1.0,75.0,0.024390243902439025,2.0,0.975609756097561,80.0,0.0,0.0,0.974025974025974,1.0,0.9868421052631579,0.9748175434162896,0.9988617886178862,0.9987645985033152,0.9872611464968153,0.011651390399254311,0.9883486096007458,0.012738853503184714,0.9875920258085863,0.9872611464968153,0.9872663198453787,0.9748175434162895,0.9988617886178861,0.998886108115461,0.9872482131254061,0.9872611464968153,0.556,0.0,0.529273,2.2700000000000002E-4,529.273,0.227,14851.0,139222.0,21222.0,100.0,54.77707006369427,?,?
AAPL,2,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a',-5990607817048210779,2.01902072352E7,1101.0,157.0,153.0,4.0,0.0,97.45222929936305,2.5477707006369426,0.0,0.9488265971316819,0.03214150239667528,0.12737640535126157,6.441580093666797,25.500605324484717,156.7751009619948,10.956934827354544,145.81816613464025,0.9985675220509224,0.06978939380480602,0.9287781282461163,147.08519057551086,0.9368483476147189,93.81922873783832,0.9466666666666667,71.0,0.0,0.0,1.0,82.0,0.05333333333333334,4.0,1.0,0.9466666666666667,0.9726027397260273,0.9500713967459122,0.999349593495935,0.9992957216957218,0.9745222929936306,0.027855626326963912,0.9721443736730361,0.025477707006369428,0.9757073026218339,0.9745222929936306,0.9744765893444018,0.9500713967459122,0.999349593495935,0.9993610820865022,0.9743966079582518,0.9745222929936306,0.59,0.001,0.563588,3.42E-4,563.588,0.342,14851.0,139222.0,21222.0,100.0,54.140127388535035,?,?
AAPL,2,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a',-5990607817048210779,2.01902072352E7,1101.0,157.0,149.0,8.0,0.0,94.90445859872611,5.095541401273885,0.0,0.8975363028226464,0.06923677828040062,0.16495439798957107,13.875961590606417,33.023674895441424,156.7751009619948,20.718803727290126,136.0562972347047,0.9985675220509224,0.13196690272159317,0.8666006193293292,136.65280758177516,0.8704000482915616,87.1648665784641,0.9066666666666666,68.0,0.012195121951219513,1.0,0.9878048780487805,81.0,0.09333333333333334,7.0,0.9855072463768116,0.9066666666666666,0.9444444444444444,0.9001983355864241,0.9983739837398374,0.9981321801193601,0.9490445859872612,0.054573041271814,0.945426958728186,0.050955414012738856,0.9515306764683669,0.9490445859872612,0.9488822280504559,0.9001983355864243,0.9983739837398374,0.998415400361644,0.9486928104575163,0.9490445859872612,0.097,0.0,0.09483499999999999,2.29E-4,94.835,0.229,14851.0,139222.0,21222.0,100.0,61.78343949044586,?,?
AAPL,3,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a',-5990607817048210779,2.01902072352E7,1100.0,158.0,153.0,5.0,0.0,96.83544303797468,3.1645569620253164,0.0,0.9367493995196157,0.03960706108687419,0.15070344682874648,7.939652131297271,30.178980833070312,157.7108450376077,16.00759265573571,141.70325238187198,0.9981699053013146,0.10131387756794753,0.8968560277333669,145.71939562916987,0.9222746558808219,92.39656004279328,1.0,75.0,0.060240963855421686,5.0,0.9397590361445783,78.0,0.0,0.0,0.9375,1.0,0.967741935483871,0.9386288384582812,0.998714859437751,0.9986048703856923,0.9683544303797469,0.028595394235168523,0.9714046057648315,0.03164556962025317,0.9703322784810127,0.9683544303797469,0.968373451960364,0.9386288384582812,0.998714859437751,0.9987435592283607,0.9683430174313765,0.9683544303797469,0.42,0.001,0.40836700000000004,4.33E-4,408.367,0.433,14851.0,139097.0,21347.0,100.0,55.69620253164557,?,?
AAPL,3,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a',-5990607817048210779,2.01902072352E7,1100.0,158.0,153.0,5.0,0.0,96.83544303797468,3.1645569620253164,0.0,0.936341659951652,0.046255778371731684,0.1492840047402714,9.272457467328781,29.894731756601466,157.7108450376077,16.09065902433708,141.62018601327063,0.9981699053013146,0.10183961407808277,0.8963302912232318,144.01738707731192,0.9115024498564046,91.31736441014539,0.9333333333333333,70.0,0.0,0.0,1.0,83.0,0.06666666666666667,5.0,1.0,0.9333333333333333,0.9655172413793104,0.9382446537567003,0.9991967871485944,0.999136302294197,0.9683544303797469,0.0350210970464135,0.9649789029535865,0.03164556962025317,0.9701524741081703,0.9683544303797469,0.968271471637044,0.9382446537567003,0.9991967871485944,0.9992132190793629,0.9681387376487195,0.9683544303797469,0.216,0.001,0.215825,3.23E-4,215.825,0.323,14851.0,139097.0,21347.0,100.0,57.59493670886076,?,?
AAPL,3,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a',-5990607817048210779,2.01902072352E7,1101.0,157.0,156.0,1.0,0.0,99.36305732484077,0.6369426751592356,0.0,0.9872430324205737,0.019996690586025666,0.08269875090507159,4.007599969299525,16.55619187747175,156.77510096199484,5.697491489645732,151.0776094723491,0.9985675220509226,0.03628975471111932,0.9622777673398033,151.15831137505742,0.962791792197818,96.41729486859074,1.0,75.0,0.012195121951219513,1.0,0.9878048780487805,81.0,0.0,0.0,0.9868421052631579,1.0,0.9933774834437086,0.9873233743018928,0.9998373983739838,0.9998245614035087,0.9936305732484076,0.005825695199627156,0.9941743048003727,0.006369426751592357,0.993714381495139,0.9936305732484076,0.993632125946596,0.9873233743018927,0.9998373983739837,0.9998394516719241,0.9936212570592776,0.9936305732484076,0.616,0.0,0.603461,2.28E-4,603.461,0.228,14851.0,139222.0,21222.0,100.0,54.45859872611465,?,?
AAPL,3,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a',-5990607817048210779,2.01902072352E7,1101.0,157.0,153.0,4.0,0.0,97.45222929936305,2.5477707006369426,0.0,0.9490590525632706,0.07247898431066832,0.1550127128720093,14.525742349650729,31.03336132249892,156.77510096199484,20.417347218030294,136.35775374396454,0.9985675220509226,0.13004679756707194,0.8685207244838505,136.57167738165282,0.8698832954245402,87.1131171618638,1.0,75.0,0.04878048780487805,4.0,0.9512195121951219,78.0,0.0,0.0,0.9493670886075949,1.0,0.974025974025974,0.9502928490309814,1.0,1.0,0.9745222929936306,0.023302780798508622,0.9766972192014914,0.025477707006369428,0.9758123034749657,0.9745222929936306,0.9745347009678219,0.9502928490309814,1.0,1.0,0.9745129870129869,0.9745222929936306,0.121,0.0,0.119275,2.42E-4,119.275,0.242,14851.0,139222.0,21222.0,100.0,64.01273885350318,?,?
AAPL,3,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a',-5990607817048210779,2.01902072352E7,1101.0,157.0,153.0,4.0,0.0,97.45222929936305,2.5477707006369426,0.0,0.9488849096532639,0.04053878223151192,0.13356784091006316,8.124505488922345,26.740123382335295,156.77510096199484,12.710946915875331,144.0641540461195,0.9985675220509226,0.0809614453240467,0.9176060767268759,144.7754860225684,0.9221368536469325,92.34596892887004,0.96,72.0,0.012195121951219513,1.0,0.9878048780487805,81.0,0.04,3.0,0.9863013698630136,0.96,0.9729729729729729,0.9491949617261625,0.9985365853658537,0.9984358133644035,0.9745222929936306,0.02671741494485009,0.97328258505515,0.025477707006369428,0.9748027472048063,0.9745222929936306,0.9745036264873577,0.9491949617261625,0.9985365853658535,0.99857079241845,0.9744382937154021,0.9745222929936306,0.283,0.0,0.281275,2.24E-4,281.275,0.224,14851.0,139222.0,21222.0,100.0,56.36942675159236,?,?
AAPL,3,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a',-5990607817048210779,2.01902072352E7,1101.0,157.0,155.0,2.0,0.0,98.72611464968153,1.2738853503184713,0.0,0.9744424548266319,0.03727172324533059,0.10935906966776428,7.469743870423836,21.893556083327386,156.77510096199484,10.565979015872749,146.20912194612208,0.9985675220509226,0.06729922940046337,0.9312682926504591,146.49232058400372,0.933072105630597,93.441062825095,0.9733333333333334,73.0,0.0,0.0,1.0,82.0,0.02666666666666667,2.0,1.0,0.9733333333333334,0.9864864864864865,0.9747608579332319,0.9995121951219512,0.999475901875902,0.9872611464968153,0.013927813163481956,0.9860721868365181,0.012738853503184714,0.9875644525326053,0.9872611464968153,0.9872518132436786,0.9747608579332319,0.9995121951219513,0.9995203057002032,0.9872191468577011,0.9872611464968153,0.143,0.0,0.14187,2.23E-4,141.87,0.223,14851.0,139222.0,21222.0,100.0,57.64331210191083,?,?
AAPL,3,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a',-5990607817048210779,2.01902072352E7,1101.0,157.0,156.0,1.0,0.0,99.36305732484077,0.6369426751592356,0.0,0.9872430324205737,0.023507205784120012,0.08478856368937464,4.711153416785486,16.97456991905343,156.77510096199484,6.672003653308655,150.1030973086862,0.9985675220509226,0.04249683855610609,0.9560706834948165,150.41573149969813,0.9580619840745104,95.94363554973035,1.0,75.0,0.012195121951219513,1.0,0.9878048780487805,81.0,0.0,0.0,0.9868421052631579,1.0,0.9933774834437086,0.9873233743018928,1.0,1.0,0.9936305732484076,0.005825695199627156,0.9941743048003727,0.006369426751592357,0.993714381495139,0.9936305732484076,0.993632125946596,0.9873233743018927,1.0,1.0,0.9936212570592776,0.9936305732484076,0.386,0.0,0.380288,2.28E-4,380.288,0.228,14851.0,139222.0,21222.0,100.0,55.732484076433124,?,?
AAPL,3,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a',-5990607817048210779,2.01902072352E7,1101.0,157.0,153.0,4.0,0.0,97.45222929936305,2.5477707006369426,0.0,0.9490590525632706,0.05662091721784634,0.1356484424956528,11.34757699669198,27.156657352856026,156.77510096199484,15.87471369072719,140.90038727126765,0.9985675220509226,0.1011128260555872,0.8974546959953353,141.04370272026935,0.8983675332501233,89.96562710201087,1.0,75.0,0.04878048780487805,4.0,0.9512195121951219,78.0,0.0,0.0,0.9493670886075949,1.0,0.974025974025974,0.9502928490309814,1.0,1.0,0.9745222929936306,0.023302780798508622,0.9766972192014914,0.025477707006369428,0.9758123034749657,0.9745222929936306,0.9745347009678219,0.9502928490309814,1.0,1.0,0.9745129870129869,0.9745222929936306,0.147,0.001,0.143166,3.3400000000000004E-4,143.166,0.334,14851.0,139222.0,21222.0,100.0,59.87261146496815,?,?
