Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureKNN,measureTreeSize
MSFT,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a -B',-5990607817048210779,2.01902100415E7,1100.0,158.0,150.0,8.0,0.0,94.9367088607595,5.063291139240507,0.0,0.8982122725076501,0.0739918075055012,0.18276429360299248,14.8379028811967,36.59973084585755,157.7081401402618,23.929734110456828,133.77840602980498,0.9981527856978595,0.1514540133573217,0.8466987723405379,135.67041779608311,0.8586735303549564,86.0262619769792,0.9759036144578314,81.0,0.08,6.0,0.92,69.0,0.024096385542168676,2.0,0.9310344827586207,0.9759036144578314,0.9529411764705883,0.8993778053489547,0.9953413654618474,0.9960929637929203,0.9493670886075949,0.05346347414976361,0.9465365258502363,0.05063291139240506,0.9503999114723258,0.9493670886075949,0.9492691683921705,0.8993778053489547,0.9953413654618474,0.9954900882358755,0.9490733279613216,0.9493670886075949,0.156,0.001,0.152029,3.3800000000000003E-4,152.029,0.338,13503.0,139097.0,21347.0,100.0,61.70886075949367,?,?,?
MSFT,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a -B',-5990607817048210779,2.01902100415E7,1100.0,158.0,156.0,2.0,0.0,98.73417721518987,1.2658227848101267,0.0,0.9745858130931319,0.06838247919120617,0.15116815620479335,13.713039581295986,30.27240015261602,157.7081401402618,19.21698080250282,138.49115933775897,0.9981527856978595,0.12162646077533432,0.8765263249225251,138.50435677684783,0.8766098530180242,87.82321359802062,1.0,83.0,0.02666666666666667,2.0,0.9733333333333334,73.0,0.0,0.0,0.9764705882352941,1.0,0.988095238095238,0.9749006988145098,1.0,1.0,0.9873417721518988,0.014008438818565401,0.9859915611814347,0.012658227848101266,0.9876396128071483,0.9873417721518988,0.9873315901796914,0.9749006988145098,1.0,1.0,0.9872908622908623,0.9873417721518988,0.107,0.001,0.10607599999999999,3.64E-4,106.076,0.364,13503.0,139097.0,21347.0,100.0,61.70886075949367,?,?,?
MSFT,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a -B',-5990607817048210779,2.01902100415E7,1101.0,157.0,152.0,5.0,0.0,96.81528662420382,3.1847133757961785,0.0,0.9363289804525916,0.10143821335137143,0.1877931804170763,20.347921143845458,37.619898090921176,156.6312583143338,29.005198893969624,127.62605942036417,0.9976513268428904,0.18474648977050714,0.8129048370723833,128.03490722145565,0.815508963193985,81.74288363597907,0.9397590361445783,78.0,0.0,0.0,1.0,74.0,0.060240963855421686,5.0,1.0,0.9397590361445783,0.9689440993788819,0.9382327089456153,0.9973949853467926,0.9977526119088214,0.9681528662420382,0.028393830097459907,0.9716061699025402,0.03184713375796178,0.9701685076191243,0.9681528662420382,0.968178723534092,0.9382327089456153,0.9973949853467925,0.9974712105647892,0.9681321804083951,0.9681528662420382,0.083,0.001,0.079472,2.7100000000000003E-4,79.472,0.271,13503.0,139222.0,21222.0,100.0,70.06369426751593,?,?,?
MSFT,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a -B',-5990607817048210779,2.01902100415E7,1101.0,157.0,144.0,13.0,0.0,91.71974522292993,8.280254777070065,0.0,0.8324989741485433,0.11247355001253621,0.21885797443566207,22.561546096005877,43.8429908709633,156.6312583143338,34.900364161863905,121.73089415246989,0.9976513268428904,0.2222953131328911,0.7753560137099993,123.64004267010046,0.7875161953509583,78.937016787527,0.9879518072289156,82.0,0.16216216216216217,12.0,0.8378378378378378,62.0,0.012048192771084338,1.0,0.8723404255319149,0.9879518072289156,0.9265536723163843,0.8409886552346969,0.9947899706935851,0.996008997526284,0.9171974522292994,0.09140780716254587,0.908592192837454,0.08280254777070063,0.925029631493922,0.9171974522292994,0.9164462228792416,0.8409886552346969,0.994789970693585,0.9949063930608826,0.9158315806837396,0.9171974522292994,0.068,0.0,0.065113,2.54E-4,65.113,0.254,13503.0,139222.0,21222.0,100.0,68.78980891719745,?,?,?
MSFT,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a -B',-5990607817048210779,2.01902100415E7,1101.0,157.0,155.0,2.0,0.0,98.72611464968153,1.2738853503184713,0.0,0.9744007826512311,0.02923370103349162,0.09643670679674661,5.864111992112474,19.318801001507293,156.6312583143338,8.171978951428802,148.459279362905,0.9976513268428904,0.052050821346680265,0.9456005054962101,148.50976587725566,0.9459220756513099,94.81489676806426,1.0,83.0,0.02702702702702703,2.0,0.972972972972973,72.0,0.0,0.0,0.9764705882352941,1.0,0.988095238095238,0.9747202117818025,0.9996743731683491,0.9997114101846284,0.9872611464968153,0.014288173523842315,0.9857118264761577,0.012738853503184714,0.9875608842263021,0.9872611464968153,0.9872497205845081,0.9747202117818023,0.999674373168349,0.999679816916245,0.9871983039791259,0.9872611464968153,0.465,0.001,0.439855,2.51E-4,439.855,0.251,13503.0,139222.0,21222.0,100.0,56.36942675159236,?,?,?
MSFT,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a -B',-5990607817048210779,2.01902100415E7,1101.0,157.0,154.0,3.0,0.0,98.08917197452229,1.910828025477707,0.0,0.9616855120800456,0.03618364046897583,0.11218539111107151,7.258229799549415,22.473675409913223,156.6312583143338,10.46432696981859,146.1669313445152,0.9976513268428904,0.0666517641389719,0.9309995627039185,146.4697262475751,0.9329281926597139,93.5124494458404,0.9759036144578314,81.0,0.013513513513513514,1.0,0.9864864864864865,73.0,0.024096385542168676,2.0,0.9878048780487805,0.9759036144578314,0.9818181818181818,0.9617639524714334,0.9991859329208727,0.9993009011534296,0.9808917197452229,0.01850161880090512,0.9814983811990948,0.01910828025477707,0.9809838951892703,0.9808917197452229,0.9808979376114844,0.9617639524714334,0.9991859329208727,0.9992010062020481,0.9808419768151312,0.9808917197452229,0.365,0.001,0.331231,2.56E-4,331.231,0.256,13503.0,139222.0,21222.0,100.0,57.961783439490446,?,?,?
MSFT,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a -B',-5990607817048210779,2.01902100415E7,1101.0,157.0,155.0,2.0,0.0,98.72611464968153,1.2738853503184713,0.0,0.9744424548266319,0.038604337020832095,0.1158715301026739,7.739325120960533,23.196453203495548,156.7837941459341,11.37307922044583,145.4107149254883,0.9986228926492619,0.07243999503468682,0.9261828976145751,146.0691789048698,0.9303769356998076,93.16599314397816,1.0,82.0,0.02666666666666667,2.0,0.9733333333333334,73.0,0.0,0.0,0.9761904761904762,1.0,0.9879518072289156,0.9747608579332319,0.999349593495935,0.999415781593272,0.9872611464968153,0.013927813163481956,0.9860721868365181,0.012738853503184714,0.9875644525326053,0.9872611464968153,0.9872518132436786,0.9747608579332319,0.999349593495935,0.9993618106700676,0.9872191468577011,0.9872611464968153,0.398,0.001,0.328356,4.06E-4,328.356,0.406,13503.0,139222.0,21222.0,100.0,57.64331210191083,?,?,?
MSFT,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a -B',-5990607817048210779,2.01902100415E7,1101.0,157.0,152.0,5.0,0.0,96.81528662420382,3.1847133757961785,0.0,0.9363599513579247,0.04397630141179026,0.13924833730697717,8.816286472153083,27.87628278614853,156.7837941459341,13.751953323553339,143.03184082238076,0.9986228926492619,0.08759205938569006,0.9110308332635717,143.71703047116037,0.9153950985424227,91.6657434233214,0.9390243902439024,77.0,0.0,0.0,1.0,75.0,0.06097560975609756,5.0,1.0,0.9390243902439024,0.9685534591194969,0.9382618855381787,0.9988617886178862,0.9989782835720529,0.9681528662420382,0.029128475998135776,0.9708715240018643,0.03184713375796178,0.9701433121019108,0.9681528662420382,0.968165788592924,0.9382618855381788,0.9988617886178861,0.9988871538979125,0.9681476973016839,0.9681528662420382,0.389,0.0,0.353806,2.58E-4,353.806,0.258,13503.0,139222.0,21222.0,100.0,56.68789808917197,?,?,?
letterData,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a -B',-5990607817048210779,2.01902100415E7,17500.0,2500.0,2050.0,450.0,0.0,82.0,18.0,0.0,0.8127781492629117,0.01794298020194056,0.10603982988303695,24.259786051400337,55.14175722046548,11749.391958165555,6130.916106164158,5618.4758520013975,4.699756783266222,2.4523664424656633,2.247390340800559,9680.719098286803,3.872287639314721,82.39336242041809,0.85,85.0,0.004166666666666667,10.0,0.9958333333333333,2390.0,0.15,15.0,0.8947368421052632,0.85,0.8717948717948718,0.8669041341685754,0.9189208333333333,0.863240452598504,0.82,0.007234155127591741,0.9927658448724084,0.18,0.8277638958993664,0.82,0.819436804390838,0.8146666303196742,0.9590873080052319,0.8228771967251157,0.8189021381536031,0.82,34.351,0.03,33.570425,0.030014,33570.425,30.014,75720.0,2889781.0,414781.0,88.68,6.538461538461508,?,?,?
letterData,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a -B',-5990607817048210779,2.01902100416E7,17500.0,2500.0,2055.0,445.0,0.0,82.2,17.8,0.0,0.8148649545932378,0.016821546944131575,0.10690669725097039,22.743517854858553,55.59243502425631,11749.555178188524,7022.916035463609,4726.6391427249155,4.69982207127541,2.8091664141854435,1.8906556570899662,9698.152199351105,3.879260879740442,82.54059027999993,0.83,83.0,0.0033333333333333335,8.0,0.9966666666666667,2392.0,0.17,17.0,0.9120879120879121,0.83,0.869109947643979,0.8649618458257782,0.9451666666666667,0.8661917208445686,0.822,0.007132659080782801,0.9928673409192171,0.178,0.827661527721638,0.822,0.8222238836397213,0.816537671636409,0.9570664631692462,0.8246478961783427,0.8216719471504349,0.822,55.458,0.034,53.056751,0.031359000000000005,53056.751,31.359,75720.0,2889781.0,414781.0,86.92,5.853846153846101,?,?,?
letterData,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a -B',-5990607817048210779,2.0190210041699998E7,17500.0,2500.0,2024.0,476.0,0.0,80.96,19.04,0.0,0.8019744643575669,0.0180811942901912,0.1116741550517542,24.446614731077357,58.071541182658876,11749.576027033907,16286.241834826229,-4536.665807792322,4.699830410813563,6.514496733930492,-1.8146663231169289,9495.840719893225,3.7983362879572904,80.81858186239917,0.72,72.0,0.00125,3.0,0.99875,2397.0,0.28,28.0,0.96,0.72,0.8228571428571428,0.8256518824103989,0.9465541666666667,0.8279506501338904,0.8096,0.007605640548719549,0.9923943594512803,0.1904,0.8216160261113813,0.8096,0.8100469943674692,0.8054459582802046,0.9492262472247638,0.8061950130423056,0.809433175426986,0.8096,75.757,0.033,71.118726,0.030296,71118.726,30.296,75720.0,2889781.0,414781.0,85.12,5.864615384615358,?,?,?
letterData,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a -B',-5990607817048210779,2.0190210041899998E7,17500.0,2500.0,2080.0,420.0,0.0,83.2,16.8,0.0,0.8252701032986508,0.01560303495580848,0.10503610049742694,21.096028175921393,54.61969452892145,11749.576027033907,9294.929812046961,2454.646214986946,4.699830410813563,3.7179719248187846,0.9818584859947783,9811.212130375703,3.924484852150281,83.5026907166834,0.84,84.0,0.0016666666666666668,4.0,0.9983333333333333,2396.0,0.16,16.0,0.9545454545454546,0.84,0.8936170212765958,0.8914405135822253,0.9262125,0.8504201473075551,0.832,0.006707488255549792,0.9932925117444502,0.168,0.8450681558618873,0.832,0.8329271399035808,0.8292760272761097,0.9572290640698782,0.8185051972561304,0.8321249431514266,0.832,70.669,0.047,65.93643300000001,0.036581,65936.433,36.581,75720.0,2889781.0,414781.0,87.36,5.481538461538391,?,?,?
letterData,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a -B',-5990607817048210779,2.0190210041899998E7,17500.0,2500.0,2047.0,453.0,0.0,81.88,18.12,0.0,0.8115447440203521,0.017924351069284434,0.10823046591652552,24.234549081683966,56.28077580350964,11749.603948986754,6364.0618570763045,5385.54209191045,4.699841579594702,2.5456247428305216,2.15421683676418,9610.73723631667,3.8442948945266684,81.79626545748775,0.8686868686868687,86.0,0.0024989587671803417,6.0,0.9975010412328197,2395.0,0.13131313131313133,13.0,0.9347826086956522,0.8686868686868687,0.9005235602094241,0.8972296976928892,0.9477700789654142,0.8847561951420813,0.8188,0.007211306244664663,0.9927886937553356,0.1812,0.8249997686604714,0.8188,0.8195485159649284,0.8136149871136189,0.9576265095708791,0.8198073664190664,0.8184727861082108,0.8188,35.226,0.029,33.40496,0.028675,33404.96,28.675,75720.0,2889781.0,414781.0,86.68,6.1676923076922865,?,?,?
letterData,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a -B',-5990607817048210779,2.0190210042E7,17500.0,2500.0,2052.0,448.0,0.0,82.08,17.92,0.0,0.8136268399981429,0.01706370220924925,0.10930454679404665,23.0709285700977,56.83935414346613,11749.530820440945,8634.340691559562,3115.1901288813824,4.699812328176378,3.453736276623825,1.2460760515525529,9641.103072559616,3.8564412290238463,82.05521752227548,0.797979797979798,79.0,0.003748438150770512,9.0,0.9962515618492295,2392.0,0.20202020202020202,20.0,0.8977272727272727,0.797979797979798,0.8449197860962567,0.8404864580944847,0.9349218970210224,0.8185924186580942,0.8208,0.0071523399081445905,0.9928476600918551,0.1792,0.835412182613394,0.8208,0.8218285401404535,0.8180941077616287,0.958054844571108,0.8197198226198962,0.821384571422561,0.8208,72.754,0.029,65.094399,0.028102000000000002,65094.399,28.102,75720.0,2889781.0,414781.0,86.64,5.715384615384577,?,?,?
letterData,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 3 -S 0 -E 20 -H a -B',-5990607817048210779,2.0190210042099997E7,17500.0,2500.0,2056.0,444.0,0.0,82.24,17.76,0.0,0.8152842467582802,0.01810643071615457,0.10516594556835346,24.480732645968835,54.6872076895238,11749.59364521575,5127.744414353683,6621.849230862066,4.6998374580863,2.0510977657414733,2.6487396923448263,9655.912247312965,3.8623648989251858,82.1808186638412,0.8686868686868687,86.0,0.001665972511453561,4.0,0.9983340274885465,2397.0,0.13131313131313133,13.0,0.9555555555555556,0.8686868686868687,0.9100529100529101,0.9076396630380025,0.9646191191380695,0.8990111740987355,0.8224,0.007104386317638745,0.9928956136823613,0.1776,0.8327742260424675,0.8224,0.8235411990080896,0.8186488024559383,0.9662880172110799,0.8436151200182872,0.8229448821911354,0.8224,26.038,0.027,24.55135,0.026479,24551.35,26.479,75720.0,2889781.0,414781.0,87.96,6.799999999999967,?,?,?
