Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize
AAPL,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902072338E7,1100.0,158.0,158.0,0.0,0.0,100.0,0.0,0.0,1.0,0.016581878555587966,0.06861159435916396,3.3240120271992843,13.739752040605847,157.71084503760775,4.478068079865958,153.2327769577418,0.9981699053013149,0.028342203037126316,0.9698277022641887,153.23277695774237,0.9698277022641922,97.16058329482824,1.0,75.0,0.0,0.0,1.0,83.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.118,0.0,1.097169,2.72E-4,1097.169,0.272,14851.0,139097.0,21347.0,100.0,53.48101265822785,?,?
AAPL,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902072338E7,1100.0,158.0,158.0,0.0,0.0,100.0,0.0,0.0,1.0,0.008153015607631868,0.04616346876772592,1.6343577627143504,9.244423193003543,157.71084503760775,2.196683030558469,155.5141620070493,0.9981699053013149,0.013903057155433347,0.9842668481458816,155.51326351294816,0.9842611614743554,98.60657551854753,1.0,75.0,0.0,0.0,1.0,83.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997,0.001,0.98923,2.44E-4,989.23,0.244,14851.0,139097.0,21347.0,100.0,51.89873417721519,?,?
AAPL,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902072338E7,1101.0,157.0,155.0,2.0,0.0,98.72611464968153,1.2738853503184713,0.0,0.974500568458665,0.02501270075002598,0.09400514499393099,5.012874421728287,18.81971856836869,156.7751009619948,7.16190045304087,149.61320050895395,0.9985675220509224,0.04561720033783993,0.9529503217130825,149.68979147189236,0.9534381622413526,95.4805900639668,1.0,75.0,0.024390243902439025,2.0,0.975609756097561,80.0,0.0,0.0,0.974025974025974,1.0,0.9868421052631579,0.9748175434162896,1.0,1.0,0.9872611464968153,0.011651390399254311,0.9883486096007458,0.012738853503184714,0.9875920258085863,0.9872611464968153,0.9872663198453787,0.9748175434162895,1.0,1.0,0.9872482131254061,0.9872611464968153,1.04,0.0,1.017298,2.48E-4,1017.298,0.248,14851.0,139222.0,21222.0,100.0,55.095541401273884,?,?
AAPL,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902072338E7,1101.0,157.0,154.0,3.0,0.0,98.08917197452229,1.910828025477707,0.0,0.961729097261721,0.024200013115000234,0.114803010013846,4.850001123910929,22.983426485876713,156.7751009619948,10.466685885813241,146.30841507618157,0.9985675220509224,0.066666789081613,0.9319007329693094,149.62691100109464,0.9530376496885009,95.44048135383882,0.9866666666666667,74.0,0.024390243902439025,2.0,0.975609756097561,80.0,0.013333333333333334,1.0,0.9736842105263158,0.9866666666666667,0.9801324503311258,0.9618073628178767,0.9985365853658537,0.998356381776028,0.9808917197452229,0.01861529698099529,0.9813847030190046,0.01910828025477707,0.9809807013405181,0.9808917197452229,0.9808963778397878,0.9618073628178767,0.9985365853658535,0.9985709848558089,0.9808637711778327,0.9808917197452229,1.086,0.0,1.0595,2.7800000000000004E-4,1059.5,0.278,14851.0,139222.0,21222.0,99.36305732484077,53.503184713375795,?,?
AAPL,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902072338E7,1101.0,157.0,155.0,2.0,0.0,98.72611464968153,1.2738853503184713,0.0,0.9744424548266319,0.019647373711176315,0.08847755698119399,3.9375922702305632,17.713102002133777,156.7751009619948,5.804381228876007,150.9707197331188,0.9985675220509224,0.036970581075643355,0.961596940975279,151.0257224026511,0.961947276450007,96.33272214524838,0.9733333333333334,73.0,0.0,0.0,1.0,82.0,0.02666666666666667,2.0,1.0,0.9733333333333334,0.9864864864864865,0.9747608579332319,1.0,1.0,0.9872611464968153,0.013927813163481956,0.9860721868365181,0.012738853503184714,0.9875644525326053,0.9872611464968153,0.9872518132436786,0.9747608579332319,1.0,1.0,0.9872191468577011,0.9872611464968153,1.001,0.0,0.991355,2.44E-4,991.355,0.244,14851.0,139222.0,21222.0,100.0,52.86624203821656,?,?
AAPL,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902072338E7,1101.0,157.0,150.0,7.0,0.0,95.54140127388536,4.45859872611465,0.0,0.9110049396712284,0.03928689311310933,0.1751293641665638,7.873610433518435,35.06069105988685,156.7751009619948,20.053068805077658,136.72203215691715,0.9985675220509224,0.1277265528985838,0.8708409691523386,144.19221364992364,0.9184217429931443,91.97392491865051,1.0,75.0,0.08536585365853659,7.0,0.9146341463414634,75.0,0.0,0.0,0.9146341463414634,1.0,0.9554140127388536,0.9146341463414634,1.0,1.0,0.9554140127388535,0.04077986639739009,0.9592201336026099,0.0445859872611465,0.9592201336026099,0.9554140127388535,0.9554140127388535,0.9146341463414633,1.0,1.0,0.9554140127388536,0.9554140127388535,1.006,0.0,0.993298,4.23E-4,993.298,0.423,14851.0,139222.0,21222.0,99.36305732484077,52.86624203821656,?,?
AAPL,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902072338E7,1101.0,157.0,152.0,5.0,0.0,96.81528662420382,3.1847133757961785,0.0,0.9361425201334093,0.03485395101940254,0.13856087519466212,6.98519049611834,27.739722926003168,156.7751009619948,13.214074721019262,143.56102624097554,0.9985675220509224,0.0841660810256004,0.9144014410253218,146.21954106200582,0.931334656445897,93.26706866382573,0.96,72.0,0.024390243902439025,2.0,0.975609756097561,80.0,0.04,3.0,0.972972972972973,0.96,0.9664429530201343,0.9362188770970441,0.9973983739837399,0.997072423058809,0.9681528662420382,0.03254311014447724,0.9674568898555227,0.03184713375796178,0.9682109398171098,0.9681528662420382,0.9681425031316025,0.9362188770970442,0.99739837398374,0.9974698761783147,0.968069961358552,0.9681528662420382,1.023,0.001,1.007297,2.94E-4,1007.297,0.294,14851.0,139222.0,21222.0,100.0,55.095541401273884,?,?
AAPL,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902072338E7,1101.0,157.0,155.0,2.0,0.0,98.72611464968153,1.2738853503184713,0.0,0.9744424548266319,0.027903199054188494,0.10751544113330234,5.592168323646104,21.524463836669717,156.7751009619948,9.156092586016284,147.61900837597852,0.9985675220509224,0.05831906105742856,0.9402484609934938,148.90414240463525,0.9484340280550017,94.97945878582618,0.9733333333333334,73.0,0.0,0.0,1.0,82.0,0.02666666666666667,2.0,1.0,0.9733333333333334,0.9864864864864865,0.9747608579332319,0.9995121951219512,0.9994871794871795,0.9872611464968153,0.013927813163481956,0.9860721868365181,0.012738853503184714,0.9875644525326053,0.9872611464968153,0.9872518132436786,0.9747608579332319,0.9995121951219513,0.9995219711325083,0.9872191468577011,0.9872611464968153,1.097,0.0,1.059589,2.8599999999999996E-4,1059.589,0.286,14851.0,139222.0,21222.0,100.0,54.45859872611465,?,?
AAPL,2,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902072338E7,1100.0,158.0,156.0,2.0,0.0,98.73417721518987,1.2658227848101267,0.0,0.9745858130931319,0.017942935395401996,0.09723831089811923,3.59685019146862,19.4723689642559,157.71084503760775,6.596661815801655,151.1141832218061,0.9981699053013149,0.041751024150643384,0.9564188811506714,152.36966115964893,0.9643649440484109,96.61330590379806,0.9733333333333334,73.0,0.0,0.0,1.0,83.0,0.02666666666666667,2.0,1.0,0.9733333333333334,0.9864864864864865,0.9749006988145098,0.9996787148594377,0.999646783625731,0.9873417721518988,0.014008438818565401,0.9859915611814347,0.012658227848101266,0.9876396128071483,0.9873417721518988,0.9873315901796914,0.9749006988145098,0.9996787148594378,0.9996834136719311,0.9872908622908623,0.9873417721518988,1.079,0.0,1.045884,2.46E-4,1045.884,0.246,14851.0,139097.0,21347.0,100.0,52.848101265822784,?,?
AAPL,2,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902072338E7,1100.0,158.0,156.0,2.0,0.0,98.73417721518987,1.2658227848101267,0.0,0.9746510508583348,0.018818793058087837,0.08568053058174024,3.7724250755278983,17.157876243746305,157.71084503760775,5.704125019822729,152.00672001778503,0.9981699053013149,0.03610205708748562,0.9620678482138293,152.25477908545585,0.9636378423130117,96.54046241978423,1.0,75.0,0.024096385542168676,2.0,0.9759036144578314,81.0,0.0,0.0,0.974025974025974,1.0,0.9868421052631579,0.9749643422339905,1.0,1.0,0.9873417721518988,0.011438157694067409,0.9885618423059326,0.012658227848101266,0.9876705572908104,0.9873417721518988,0.9873478656505419,0.9749643422339904,1.0,1.0,0.9873234916559692,0.9873417721518988,1.111,0.0,1.057874,2.43E-4,1057.874,0.243,14851.0,139097.0,21347.0,100.0,53.79746835443038,?,?
