setsize, train error, test error
0, 0.7564721369021501, 0.7567567567567568
1, 0.24396665204036858, 0.24324324324324326
2, 0.24747696358051777, 0.24324324324324326
3, 0.7574594120228171, 0.7567567567567568
4, 0.24089512944273805, 0.24324324324324326
5, 0.7579347667105456, 0.7567567567567568
6, 0.7579765561336426, 0.7567567567567568
7, 0.23985300570425624, 0.24314086814086813
8, 0.22709765491687386, 0.23177723177723178
9, 0.23977711477711477, 0.24324324324324326
