date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,changeOverTime,trend
32,69.6011,69.9005,69.3571,69.4745,49886074,7126582,0.270384,0.391,69.6488,0.060248815,UP
33,69.3637,70.1643,69.2714,70.0891,52411863,7487409,0.614634,0.885,69.8926,0.069628212,UP
34,70.2025,70.7275,69.7726,70.0706,56188958,8026994,-0.018468,-0.026,69.1552,0.069345884,DOWN
35,69.89,70.2566,69.5549,69.733,52099537,7442791,-0.337651,-0.482,69.9644,0.064193778,DOWN
36,70.159,70.3991,69.4204,70.283,93612169,13373167,0.550005,0.789,57.5822,0.072587316,UP
37,71.015,71.2894,70.5718,71.1166,88924871,12703553,0.833579,1.186,71.0099,0.085308867,UP
38,71.4213,71.9818,71.1693,71.8816,70573356,10081908,0.764989,1.076,74.0291,0.096983515,UP
39,72.0834,72.4105,71.0731,71.1944,74942224,10706032,-0.687173,-0.956,71.7467,0.086496171,DOWN
40,71.2254,71.4213,70.5798,70.8884,55507676,7929668,-0.305997,-0.43,70.4258,0.081826312,DOWN
41,71.0018,71.0836,70.465,70.8093,50141063,7163009,-0.079138,-0.112,70.8218,0.080619168,DOWN
42,71.1219,71.3303,70.6866,70.7934,42167188,6023884,-0.015825,-0.022,70.9193,0.080376519,DOWN
43,70.928,71.4701,70.7974,71.441,50189685,7169955,0.647605,0.915,71.1331,0.090259528,UP
44,71.5373,71.6824,71.2577,71.5597,44792195,6398885,0.118705,0.166,71.4696,0.092071006,UP
45,71.4067,71.5532,70.9121,71.0638,40648111,5806873,-0.495925,-0.693,71.2248,0.084503087,DOWN
46,71.1984,71.2234,69.981,70.1445,68812485,9830355,-0.91931,-1.294,70.3973,0.07047367,DOWN
47,69.6433,70.0232,68.8348,69.0432,72462530,10351790,-1.1013,-1.57,69.2894,0.053666755,DOWN
48,69.27,69.3927,68.4141,69.0392,60971883,8710269,-0.003957,-0.006,68.9729,0.053605711,DOWN
49,68.9337,69.9691,68.8519,69.9467,51542722,7363246,0.907441,1.314,69.5033,0.067455049,UP
50,69.9941,70.1999,69.0036,69.0445,59912818,8558974,-0.902163,-1.29,69.5078,0.053686594,DOWN
51,68.4536,68.9588,68.2083,68.5341,67975012,9710716,-0.510433,-0.739,68.572,0.045897391,DOWN
52,68.8361,68.8704,68.2175,68.8071,51445177,7349311,0.273021,0.398,68.5531,0.050063638,UP
53,68.6211,68.8018,67.442,68.3164,66622577,9517511,-0.490661,-0.713,68.1077,0.042575076,DOWN
54,68.3283,68.7293,67.812,68.4549,53732994,7676142,0.138501,0.203,68.9927,0.044688722,UP
55,68.5855,69.609,68.48,69.2371,71106721,10158103,0.782139,1.143,69.1328,0.056625859,UP
56,69.2898,70.1867,69.1078,70.0588,45668931,6524133,0.821709,1.187,69.8124,0.069165804,UP
57,69.6816,70.1453,69.443,70.1286,50664453,7237779,0.069771,0.1,69.8956,0.070231021,UP
58,69.7805,70.0535,69.1724,69.212,98735259,14105037,-0.916541,-1.307,71.2319,0.056242808,DOWN
59,74.9442,75.1803,73.9576,74.8861,189978082,27139726,5.6741,8.198,74.7034,0.142835123,UP
60,74.4588,75.4427,74.3836,75.4361,97568814,13938402,0.550003,0.734,74.977,0.151228661,UP
61,75.5496,78.5766,75.5166,78.3576,167371680,23910240,2.9215,3.873,77.4346,0.195813609,UP
62,78.3115,78.6069,77.7535,78.1255,84344673,12049239,-0.232136,-0.296,79.2782,0.192271536,DOWN
63,78.1664,79.0619,77.7918,77.83,114220883,16317269,-0.295446,-0.378,78.3607,0.187761917,DOWN
64,78.082,78.4513,77.3381,78.0134,61052418,8721774,0.183333,0.236,78.152,0.19056078,UP
65,78.1268,78.3721,77.7799,78.1585,47878572,6839796,0.145086,0.186,78.1312,0.192775148,UP
66,77.8366,79.269,77.8182,79.2637,71766758,10252394,1.1053,1.414,78.7755,0.209641581,UP
67,79.3745,79.7188,78.3998,78.3998,93641373,13377339,-0.863912,-1.09,79.3696,0.196457622,DOWN
68,78.5106,78.7797,77.5188,78.1255,70715988,10102284,-0.274341,-0.35,78.0622,0.192271536,DOWN
69,77.6489,78.4621,77.4047,77.6146,57574363,8224909,-0.510879,-0.654,78.0942,0.184474702,DOWN
70,77.1592,77.3849,76.6035,77.2915,72899498,10414214,-0.323068,-0.416,76.9477,0.17954388,DOWN
71,77.5486,78.3631,77.5367,78.2535,53324677,7617811,0.961947,1.245,78.0334,0.194224941,UP
72,78.1439,78.4792,77.9723,78.3763,39934594,5704942,0.12276,0.157,78.4195,0.196098989,UP
73,78.2007,78.8567,78.1096,78.3908,41600846,5942978,0.014522,0.019,78.6271,0.196320273,UP
74,78.5003,78.7511,77.6212,77.7242,57711731,8244533,-0.666599,-0.85,78.0794,0.186147305,DOWN
75,77.6991,78.8739,77.2727,78.8713,69091834,9870262,1.1471,1.476,78.0403,0.203653173,UP
76,78.9161,80.1675,78.8475,79.8058,79439024,11348432,0.934557,1.185,79.7988,0.217914557,UP
77,79.7953,80.0447,79.2963,79.8217,58708986,8386998,0.015842,0.02,79.7894,0.218157206,UP
78,79.7055,80.0843,79.4719,80.0329,49249914,7035702,0.2112,0.265,79.9977,0.221380325,UP
79,80.0711,80.5001,79.7411,80.1596,50218945,7174135,0.126721,0.158,80.1115,0.223313891,UP
80,80.1569,81.1442,80.054,81.0651,58052491,8293213,0.905518,1.13,80.9489,0.237132706,UP
81,81.2961,82.6134,81.2631,82.5831,87216605,12459515,1.518,1.873,82.106,0.260298871,UP
82,82.6346,83.1375,82.3389,82.3692,78921885,11274555,-0.213841,-0.259,82.7064,0.257034548,DOWN
83,82.8761,84.0668,82.8656,83.8701,94118633,13445519,1.5008,1.822,83.3956,0.27993975,UP
84,84.2133,85.0304,83.0147,83.5559,141005137,20143591,-0.31416,-0.375,84.1539,0.27514475,DOWN
85,83.6826,83.7975,82.1699,82.9817,92337903,13191129,-0.574197,-0.687,83.0617,0.266381897,DOWN
86,82.9566,84.3136,82.9289,84.1552,73231620,10461660,1.1735,1.414,83.8775,0.284290654,UP
87,84.142,85.5214,83.9664,85.1162,83870521,11981503,0.960957,1.142,84.956,0.298956454,UP
88,85.2983,85.7168,84.8244,85.4501,75951141,10850163,0.333962,0.392,85.2217,0.304052095,UP
89,85.7867,85.9662,85.07,85.2152,87620911,12517273,-0.23496,-0.275,85.5,0.300467291,DOWN
90,85.6548,86.7451,84.7769,86.5788,75414804,75414804,1.3636,1.6,86.0268,0.321277161,UP
91,87.5305,87.8261,86.4586,87.087,62777042,62777042,0.508199,0.587,87.083,0.32903279,UP
92,86.9761,87.5582,86.3662,86.7266,45681114,45681114,-0.360359,-0.414,87.0097,0.323532733,DOWN
93,86.8929,86.9668,84.9156,85.2759,54748791,54748791,-1.4507,-1.673,85.6567,0.301393633,DOWN
94,85.1928,85.4145,83.9731,84.3427,54525280,54525280,-0.933242,-1.094,84.6073,0.287152088,DOWN
95,84.5552,85.701,84.4998,85.1928,35561270,35561270,0.850081,1.008,85.103,0.300125445,UP
96,85.2944,85.6548,84.8232,85.0819,29726347,29726347,-0.110879,-0.13,85.1986,0.298433003,DOWN
97,85.2574,85.2759,84.4074,85.1743,33514108,33514108,0.092399,0.109,84.8693,0.299843117,UP
98,85.2759,85.2852,84.3971,84.8786,35527686,35527686,-0.295679,-0.347,84.8489,0.295330446,DOWN
99,84.8694,85.5162,83.9916,84.0008,100898066,100898066,-0.877799,-1.034,84.6094,0.281934359,DOWN
100,84.3796,84.6568,83.7144,83.9269,43694391,43694391,-0.07392,-0.088,84.0226,0.280806573,DOWN
101,83.853,84.7677,83.3355,83.4187,39036087,39036087,-0.508203,-0.606,84.1696,0.273050944,DOWN
102,83.354,83.8068,82.8366,83.4926,36868541,36868541,0.073921,0.089,83.4272,0.27417873,UP
103,83.5018,84.1302,82.9752,83.9916,32629359,32629359,0.498962,0.598,83.4496,0.281793958,UP
104,83.9176,85.008,83.8714,84.9895,64028803,64028803,0.997917,1.188,92.1722,0.297022888,UP
105,85.1004,86.6018,85.0911,85.8673,49589028,49589028,0.8778,1.033,85.9819,0.310418975,UP
106,86.4124,86.9206,86.0521,86.4124,38223477,38223477,0.545161,0.635,87.0114,0.318737734,UP
107,86.7312,86.9114,86.0151,86.3755,28465073,28465073,-0.036962,-0.043,86.4897,0.318174604,DOWN
108,86.551,86.9484,86.1167,86.8837,22891753,22891753,0.508201,0.588,86.5836,0.325930233,UP
109,86.9853,88.6947,86.9484,88.6744,56467939,56467939,1.7907,2.061,88.0607,0.353258066,UP
110,88.9534,89.4432,86.782,88.1034,65221678,65221678,-0.571031,-0.644,89.0201,0.344544048,DOWN
111,88.1865,88.6577,87.5582,88.1403,36436440,36436440,0.03696,0.042,88.2305,0.345107178,UP
112,86.6342,88.2881,86.4124,87.8123,39685552,39685552,-0.328023,-0.372,87.4989,0.340101577,DOWN
113,88.1126,88.6023,87.6529,87.9832,34018228,34018228,0.170944,0.195,88.0418,0.342709678,UP
114,88.5746,89.5263,88.3806,89.1197,42810155,42810155,1.1365,1.292,89.1582,0.36005378,UP
115,89.4432,89.4894,87.8077,88.0756,45696176,45696176,-1.0441,-1.172,88.4787,0.344119793,DOWN
116,89.6002,89.7203,87.5397,87.5767,53502415,53502415,-0.49896,-0.567,88.815,0.336506091,DOWN
117,87.8077,88.0377,85.5346,86.015,57298243,57298243,-1.5616,-1.783,86.6629,0.312673021,DOWN
118,86.5048,87.5397,85.9504,87.2533,49987593,49987593,1.2383,1.44,86.8645,0.33157069,UP
119,87.7707,87.7799,86.5972,86.7996,39079002,39079002,-0.453685,-0.52,86.9758,0.324646785,DOWN
120,87.4843,87.6783,86.9668,87.5212,55196597,55196597,0.721644,0.831,87.2669,0.335659106,UP
121,88.168,90.4411,87.937,89.8035,92917719,92917719,2.2823,2.608,89.6551,0.370489236,UP
122,89.6603,89.9236,89.092,89.6557,45728843,45728843,-0.147842,-0.165,89.5336,0.368233664,DOWN
123,89.4894,90.4041,89.2953,90.248,43469117,43469117,0.592284,0.661,89.949,0.377272741,UP
124,90.3856,91.6977,90.1362,91.4944,55317689,55317689,1.2465,1.381,90.989,0.396294024,UP
125,91.7809,91.8825,90.7829,90.9031,43143095,43143095,-0.591361,-0.646,91.1834,0.387270208,DOWN
126,90.9585,91.1988,90.247,90.6905,33010001,33010001,-0.212517,-0.234,90.7911,0.384025724,DOWN
127,89.7758,90.0437,88.0849,88.3344,56842647,56842647,-2.3562,-2.598,88.8309,0.348069334,DOWN
128,87.6876,89.2768,87.6044,88.8241,48511286,48511286,0.489719,0.554,88.5565,0.355542635,UP
129,89.0458,89.2399,87.937,88.3251,39958144,39958144,-0.49896,-0.562,88.4967,0.347927407,DOWN
130,88.1126,88.4083,87.1886,87.8908,55932663,55932663,-0.434278,-0.492,87.7647,0.341299564,DOWN
131,87.549,88.2235,87.512,87.743,38558342,38558342,-0.147841,-0.168,87.8449,0.339043991,DOWN
132,88.1515,89.0987,87.3808,87.7337,46711179,46711179,-0.009326,-0.011,88.2788,0.338902064,DOWN
133,87.5294,88.0494,86.6194,87.9751,41865193,41865193,0.241434,0.275,87.4648,0.342586064,UP
134,88.4673,89.2194,88.0638,89.1358,36584844,36584844,1.1607,1.319,88.9171,0.360299481,UP
135,89.1823,89.9623,88.783,89.1173,33795352,33795352,-0.018571,-0.021,89.3612,0.360017153,DOWN
136,89.2844,90.2966,89.1823,90.2966,31866088,31866088,1.1793,1.323,89.8922,0.378014425,UP
137,90.3802,90.603,89.888,90.538,28115566,28115566,0.241437,0.267,90.3844,0.381698425,UP
138,90.9095,91.1788,89.9437,90.9837,48951331,48951331,0.445724,0.492,90.6877,0.388500243,UP
139,91.4573,92.2745,90.9837,92.0795,47572413,47572413,1.0957,1.204,91.8711,0.405223222,UP
140,92.3116,93.491,92.2281,93.3517,69399270,69399270,1.2722,1.382,92.9761,0.424638239,UP
141,93.2681,93.8717,92.8131,93.3888,52699192,52699192,0.037143,0.04,93.4333,0.425204421,UP
142,93.3888,93.7324,92.9617,93.3981,33478198,33478198,0.009288,0.01,93.372,0.425346348,UP
143,93.1288,94.2245,93.0359,94.0853,44183834,44183834,0.68716,0.736,93.8589,0.435833692,UP
144,94.5217,94.8746,94.0481,94.2895,40270173,40270173,0.204288,0.217,94.5046,0.438949984,UP
145,94.1781,94.2524,93.6581,93.685,33151984,33151984,-0.604511,-0.641,93.9027,0.429724722,DOWN
146,93.8067,95.246,93.5095,94.8374,52369011,52369011,1.1524,1.23,94.4768,0.447311474,UP
147,94.336,95.441,94.3081,94.9488,68459801,68459801,0.11143,0.117,95.047,0.449011546,UP
148,95.5153,95.5524,94.9024,95.181,44595247,44595247,0.23215,0.245,95.1911,0.452555146,UP
149,95.701,96.3325,95.3853,95.9239,53564262,53564262,0.742876,0.78,95.9253,0.463892526,UP
150,95.7382,95.831,91.5409,91.8752,125420521,125420521,-4.0487,-4.221,92.8535,0.402105405,DOWN
151,91.7916,92.9431,90.8073,91.1138,85718221,85718221,-0.761447,-0.829,91.9312,0.390485696,DOWN
152,91.7452,92.2931,91.2902,91.9031,58457035,58457035,0.789306,0.866,91.7979,0.402531186,UP
153,92.2095,92.2188,91.0487,91.3366,46356742,46356742,-0.566444,-0.616,91.5865,0.393885842,DOWN
154,92.0052,95.7196,89.2751,90.993,189846255,189846255,-0.343582,-0.376,92.6291,0.38864217,DOWN
155,91.0116,93.8902,90.7795,93.7881,100869587,100869587,2.7951,3.072,92.4732,0.431298129,UP
156,93.2402,94.1967,92.5066,94.1874,62399743,62399743,0.399296,0.426,93.2736,0.437391838,UP
157,93.9831,94.8931,93.8624,94.401,64096903,64096903,0.213577,0.227,94.4231,0.440651583,UP
158,95.4689,95.6917,94.1967,94.3731,61316516,61316516,-0.027857,-0.03,94.8281,0.440225801,DOWN
159,92.6738,94.0295,91.8288,93.6581,66908133,66908133,-0.715018,-0.758,93.0612,0.429314202,DOWN
160,94.0388,94.531,93.4094,94.3267,60926498,60926498,0.668587,0.714,94.0826,0.439517692,UP
161,94.6517,95.0417,94.3081,94.5217,37299435,37299435,0.195007,0.207,94.6963,0.442493583,UP
162,94.986,95.0417,93.6767,93.751,70902406,70902406,-0.770734,-0.815,94.4797,0.430731947,DOWN
163,94.531,94.8467,93.3981,93.8438,52788426,52788426,0.09286,0.099,93.937,0.432148166,UP
164,93.4167,95.5896,93.361,95.311,63402196,63402196,1.4672,1.563,94.9907,0.454539073,UP
165,94.8653,95.506,93.9738,94.4845,60171828,60171828,-0.82645,-0.867,94.5824,0.441925874,DOWN
166,93.3331,93.5188,90.7423,90.8816,100091990,100091990,-3.6029,-3.813,91.6998,0.386942097,DOWN
167,91.4945,93.556,91.3738,93.556,62370501,62370501,2.6744,2.943,92.7706,0.427756056,UP
168,91.6059,93.2634,91.5873,92.9617,49766312,49766312,-0.594302,-0.635,92.7229,0.418686457,DOWN
169,93.6117,94.2895,93.3517,93.556,55264139,55264139,0.594302,0.639,93.8023,0.427756056,UP
170,93.4074,93.5002,91.6523,92.0981,51491286,51491286,-1.4579,-1.558,92.441,0.405507077,DOWN
171,92.1816,93.0638,91.0395,92.7667,47757828,47757828,0.668589,0.726,92.1869,0.415710566,UP
172,92.3395,93.0545,91.9681,92.5066,43469585,43469585,-0.260009,-0.28,92.6095,0.411741186,DOWN
173,92.8131,93.4631,92.3209,92.5066,37051182,37051182,0,0,92.8427,0.411741186,DOWN
174,92.3302,92.9709,91.6802,91.6988,42094183,42094183,-0.807876,-0.873,92.3766,0.399413368,DOWN
175,91.7081,93.8902,91.2902,93.6024,57404674,57404674,1.9036,2.076,92.7263,0.428464166,UP
176,94.2895,95.0696,93.426,93.8067,77376525,77376525,0.204292,0.218,94.2255,0.431581983,UP
177,93.5002,94.7446,93.1381,93.5374,66331592,66331592,-0.269293,-0.287,94.0954,0.427472202,DOWN
178,94.0945,94.5124,92.6831,92.6831,53583368,53583368,-0.854309,-0.913,93.6002,0.414434749,DOWN
179,93.2217,93.3424,91.5316,91.6988,63688562,63688562,-0.98431,-1.062,92.4109,0.399413368,DOWN
180,90.9745,92.0702,88.3837,90.5752,100933600,100933600,-1.1236,-1.225,90.3628,0.382266133,DOWN
181,88.7273,90.7423,88.5973,89.3866,72154523,72154523,-1.1886,-1.312,89.5911,0.364126935,DOWN
182,90.538,91.9309,89.8973,90.6959,68179688,68179688,1.3093,1.465,90.9083,0.384108133,UP
183,91.2948,92.8224,91.2066,92.6366,77517279,77517279,1.9408,2.14,92.259,0.413725113,UP
184,95.6639,95.6639,94.0388,95.1531,94623904,94623904,2.5165,2.717,94.8803,0.452129364,UP
185,95.4967,96.676,95.2739,95.636,68263146,68263146,0.482868,0.507,95.9791,0.459498891,UP
186,96.6482,97.5498,96.2303,97.3446,71074674,71074674,1.7086,1.787,97.2321,0.485573798,UP
187,97.6696,97.9575,97.066,97.7068,47053916,47053916,0.362152,0.372,97.4973,0.491101324,UP
188,97.3632,97.9482,97.2239,97.6046,34187701,34187701,-0.102146,-0.105,97.6407,0.489541652,DOWN
189,97.8739,99.1182,97.8275,99.1182,48060949,48060949,1.5136,1.551,98.7494,0.512640668,UP
190,99.0347,99.7033,98.7654,99.6754,52687879,52687879,0.557158,0.562,99.4036,0.521144085,UP
191,99.3216,99.6847,98.3382,99.3411,40654793,40654793,-0.334296,-0.335,99.1496,0.51604234,DOWN
192,100.2976,100.3254,99.5547,100.2883,44639285,44639285,0.947168,0.953,100.0258,0.530497538,UP
193,100.4926,102.424,100.2976,101.5883,52282550,52282550,1.3,1.296,101.5184,0.55033681,UP
194,101.5512,101.6719,100.0283,100.8454,41574365,41574365,-0.742876,-0.731,100.9215,0.538999429,DOWN
195,101.3097,101.4954,100.4043,101.0869,37435905,37435905,0.241435,0.239,101.0408,0.542684955,UP
196,101.2827,101.4599,100.5366,101.3759,34968457,34968457,0.289065,0.286,101.0943,0.547095378,UP
197,101.4226,101.9542,101.236,101.665,33691535,33691535,0.289113,0.285,101.5957,0.551507327,UP
198,101.6744,101.9635,101.3479,101.4972,27195547,27195547,-0.167873,-0.165,101.667,0.548946535,DOWN
199,101.3759,102.3552,101.0961,102.3085,27442252,27442252,0.811382,0.799,101.6907,0.561327766,UP
200,102.0101,103.922,102.0008,103.7541,46942431,46942431,1.4456,1.413,103.2885,0.583389036,UP
201,104.2671,105.8059,104.0805,105.2183,59522855,59522855,1.4642,1.411,105.1675,0.60573416,UP
202,105.5261,106.496,105.4328,106.4867,44063595,44063595,1.2684,1.205,106.1078,0.625091184,UP
203,106.5706,109.3778,105.666,106.3095,46746712,46746712,-0.177196,-0.166,106.5326,0.622386939,DOWN
204,106.2629,107.8949,106.2162,107.6898,44223978,44223978,1.3803,1.298,107.2633,0.643451667,UP
205,107.6618,107.9416,106.1323,106.9437,41869160,41869160,-0.746095,-0.693,106.9554,0.632065451,DOWN
206,107.1675,108.9861,107.1115,108.4732,43395537,43395537,1.5295,1.43,108.3916,0.655407117,UP
207,109.5923,109.6483,108.212,108.6224,57179298,57179298,0.149219,0.138,108.7236,0.657684055,UP
208,108.9768,110.7674,108.7623,110.6322,47450824,47450824,2.0098,1.85,109.9614,0.688355569,UP
209,111.0472,111.6814,109.5364,109.6763,68840440,68840440,-0.955937,-0.864,110.5852,0.6737676,DOWN
210,109.9933,111.0752,109.8908,110.9819,40831886,40831886,1.3057,1.19,110.6781,0.693692333,UP
211,111.2337,111.355,110.0959,110.9166,24814402,24814402,-0.065283,-0.059,110.7713,0.692695791,DOWN
212,110.8047,111.2151,103.7728,107.3167,83814037,83814037,-3.5999,-3.246,107.7859,0.637757796,DOWN
213,105.8525,107.9509,105.153,106.9064,59348940,59348940,-0.410357,-0.382,106.844,0.631496217,DOWN
214,107.9509,108.5105,107.354,108.1188,43063440,43063440,1.2124,1.134,107.9654,0.649998627,UP
215,107.9696,109.3032,107.5219,107.7084,42155776,42155776,-0.410355,-0.38,108.2782,0.643735521,DOWN
216,108.1747,108.2587,106.9157,107.2514,38318895,38318895,-0.456982,-0.424,107.6575,0.636761254,DOWN
217,106.4121,106.9232,104.0992,104.8266,57664850,57664850,-2.4248,-2.261,105.2983,0.599756435,DOWN
218,102.7655,106.5986,101.9821,106.4307,60208036,60208036,1.6041,1.53,104.5012,0.62423657,UP
219,106.7012,107.1115,104.0246,104.4069,44565318,44565318,-2.0238,-1.902,105.3015,0.593351402,DOWN
220,104.6961,106.1323,103.838,104.0992,41471578,41471578,-0.307766,-0.295,105.1485,0.588655599,DOWN
221,103.0173,104.3323,102.1966,102.3365,56028138,56028138,-1.7627,-1.693,103.0154,0.561755074,DOWN
222,103.2412,104.0805,99.1843,100.9329,67218082,67218082,-1.4036,-1.372,101.7099,0.540334765,DOWN
223,99.2029,102.7376,99.1003,99.5527,60790733,60790733,-1.3803,-1.368,100.6611,0.519271563,DOWN
224,99.9024,102.4391,99.6226,102.0381,53411773,53411773,2.4854,2.497,100.9014,0.557201198,UP
225,104.3323,105.0598,103.2039,105.0598,59006218,59006218,3.0217,2.961,104.1674,0.603315295,UP
226,104.6961,105.61,104.1365,104.2484,88429770,88429770,-0.81138,-0.772,104.5665,0.590932537,DOWN
227,104.6028,105.8432,104.4256,105.3302,45167549,45167549,1.0818,1.038,105.2148,0.607441863,UP
228,105.6007,105.694,104.8826,104.9572,26028419,26028419,-0.373049,-0.354,105.1756,0.601749519,DOWN
229,104.9945,105.1157,104.4629,104.4629,14479611,14479611,-0.494289,-0.471,104.6175,0.594206017,DOWN
230,104.5468,106.8038,104.4629,106.3095,33720951,33720951,1.8466,1.768,105.9206,0.622386939,UP
231,106.123,107.0369,106.039,106.2349,27598920,27598920,-0.07461,-0.07,106.5392,0.62124847,DOWN
232,105.9831,106.2442,104.5562,104.9385,29881477,29881477,-1.2963,-1.22,105.2664,0.601464138,DOWN
233,105.2183,105.5074,102.7842,102.9427,41403351,41403351,-1.9958,-1.902,103.8847,0.571006278,DOWN
234,103.8847,103.9313,100.1169,101.9635,53204626,53204626,-0.979249,-0.951,101.7729,0.556062729,DOWN
235,100.9936,101.3293,98.3076,99.091,64285491,64285491,-2.8725,-2.817,99.604,0.512225569,DOWN
236,99.3615,100.1915,97.5802,99.1003,65797116,65797116,0.009327,0.009,98.9715,0.512367497,UP
237,99.977,100.9096,99.506,100.4899,40105934,40105934,1.3896,1.402,100.3997,0.533574152,UP
238,101.8702,104.5935,101.3759,104.351,59364547,59364547,3.8611,3.842,103.5571,0.592498314,UP
239,105.0784,105.6194,102.7842,104.4629,53699527,53699527,0.111917,0.107,104.2826,0.594206017,UP
240,105.0131,105.0411,101.4692,101.8889,49650790,49650790,-2.574,-2.464,102.5187,0.55492426,DOWN
241,103.922,105.1997,101.5718,102.7935,67091928,67091928,0.904641,0.888,103.6058,0.56872934,UP
242,101.693,103.0453,101.1894,102.4018,48956588,48956588,-0.391699,-0.381,102.0893,0.562751615,DOWN
243,102.5883,102.6443,99.4734,99.6226,60013996,60013996,-2.7792,-2.714,100.4307,0.520338305,DOWN
244,99.8184,100.3314,98.1118,98.8485,78513345,78513345,-0.774077,-0.777,98.9597,0.508524782,DOWN
245,100.5739,101.6247,99.3242,101.3946,49899907,49899907,2.5461,2.576,100.5016,0.547380758,UP
246,101.6091,103.5769,100.9749,102.1687,48575897,48575897,0.774074,0.763,102.4453,0.559194281,UP
247,102.8308,104.8919,102.3272,104.8266,53796409,53796409,2.658,2.602,103.8578,0.599756435,UP
248,104.7334,106.0857,104.0152,105.3675,46464828,46464828,0.54092,0.516,105.1455,0.608011098,UP
249,106.0763,106.657,105.1997,105.4795,55614979,55614979,0.111913,0.106,105.8598,0.609720327,UP
250,104.8453,104.9012,101.6837,101.7863,95568749,95568749,-3.6932,-3.501,103.2121,0.553358483,DOWN
251,109.6996,110.1612,107.5406,107.5406,146477063,146477063,5.7543,5.653,109.0956,0.641174729,UP
252,108.4825,111.1591,107.7737,110.8887,84436432,84436432,3.3481,3.113,109.6872,0.692270009,UP
253,110.4224,111.9145,108.9768,109.2659,83745461,83745461,-1.6228,-1.463,110.8046,0.667504494,DOWN
254,110.0959,111.1405,108.2587,110.6369,62739100,62739100,1.371,1.255,109.653,0.688427295,UP
255,110.5156,111.0659,109.6856,110.6555,51915749,51915749,0.018653,0.017,110.4421,0.688711149,UP
256,110.5156,112.3902,110.3375,111.5042,70149743,70149743,0.848689,0.767,111.7079,0.701663141,UP
257,112.3749,112.5716,111.654,112.3,42246245,42246245,0.795847,0.714,112.1678,0.713807828,UP
258,112.3749,112.5903,110.9049,111.3544,43706567,43706567,-0.945667,-0.842,111.8986,0.699377047,DOWN
259,110.9986,112.2064,110.8862,112.0941,38889797,38889797,0.739679,0.664,111.7416,0.710665592,UP
260,112.5154,114.3693,112.506,114.2475,62008506,62008506,2.1535,1.921,113.6354,0.743528582,UP
261,114.9498,116.9628,114.697,116.9254,73561797,73561797,2.6778,2.344,116.1683,0.784395955,UP
262,118.0302,119.3598,117.5714,118.4047,74474466,74474466,1.4794,1.265,118.5213,0.80697152,UP
263,119.1725,119.1725,117.6463,118.9852,54272219,54272219,0.580508,0.49,118.4005,0.815830518,UP
264,119.3691,120.6706,118.8354,119.6875,63152405,63152405,0.702228,0.59,119.7689,0.826548303,UP
265,119.4955,120.5769,119.3317,120.5161,44891737,44891737,0.828624,0.692,119.9399,0.839193549,UP
266,120.2961,120.811,120.1556,120.268,37362381,37362381,-0.24812,-0.206,120.4814,0.8354073,DOWN
267,120.4271,121.2511,119.8934,121.2464,48948419,48948419,0.978438,0.814,120.647,0.850338641,UP
268,121.738,124.5281,121.4009,124.5281,70974110,70974110,3.2817,2.707,123.2368,0.900420593,UP
269,124.472,125.0899,122.8147,123.751,69228130,69228130,-0.777132,-0.624,124.0604,0.888561287,DOWN
270,123.1799,123.2173,119.9871,120.5863,74711746,74711746,-3.1647,-2.557,121.6849,0.84026487,DOWN
271,120.5816,122.5338,118.5452,122.1078,91287529,91287529,1.5215,1.262,120.7681,0.863484448,UP
272,121.7192,122.2529,120.0713,120.2773,62014847,62014847,-1.8305,-1.499,121.0793,0.835549227,DOWN
273,121.017,121.9814,120.1275,120.8672,48096663,48096663,0.589868,0.49,120.9769,0.844551678,UP
274,120.7455,121.2698,119.9309,121.12,37816283,37816283,0.252802,0.209,120.701,0.848409653,UP
275,120.8766,121.3073,120.1462,120.3522,31666340,31666340,-0.767767,-0.634,120.6121,0.836692275,DOWN
276,120.3897,120.5489,117.7493,118.3579,56517146,56517146,-1.9943,-1.657,118.822,0.806257306,DOWN
277,120.2212,121.1294,118.2175,118.5358,72842060,72842060,0.177899,0.15,119.639,0.808972234,UP
278,119.8092,121.3166,117.0939,119.0414,88528487,88528487,0.505603,0.427,119.4304,0.816688185,UP
279,118.3579,119.1163,115.9142,116.5789,68856582,68856582,-2.4625,-2.069,117.1115,0.779108026,DOWN
280,116.8037,116.8224,114.3318,114.4535,68938974,68938974,-2.1254,-1.823,115.1874,0.746672344,DOWN
281,114.5191,116.9441,113.8824,116.5228,48362719,48362719,2.0692,1.808,116.0402,0.778251885,UP
282,116.4759,117.4077,114.7719,115.7175,51827283,51827283,-0.80522,-0.691,115.8668,0.76596222,DOWN
283,115.9891,116.9909,115.0434,116.9909,35874300,35874300,1.2734,1.1,116.3324,0.785395549,UP
284,117.8804,119.2099,117.6463,118.9478,51023104,51023104,1.9569,1.673,118.6763,0.815259757,UP
285,118.9103,120.9327,118.3205,120.2867,65270945,65270945,1.3389,1.126,119.7599,0.835692681,UP
286,120.5489,121.0124,119.2849,119.3738,45809490,45809490,-0.912897,-0.759,119.9331,0.821760934,DOWN
287,120.0807,120.2212,117.1875,117.8804,68695136,68695136,-1.4934,-1.251,119.222,0.798970189,DOWN
288,119.0227,119.7062,118.4609,119.107,37709674,37709674,1.2266,1.041,119.1213,0.817689305,UP
