date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-06-17,25.1776,25.2116,25.0584,25.0925,18283381,18283381,-0.110653,-0.439,25.1289,"Jun 17, 14",-0.02690198633377542
2014-06-18,25.135,25.2882,24.9733,25.2882,19338165,19338165,0.195767,0.78,25.1298,"Jun 18, 14",-0.019312655606487233
2014-06-19,25.2797,25.2882,25.1095,25.1861,20308232,20308232,-0.102139,-0.404,25.1676,"Jun 19, 14",-0.02327213781014656
2014-06-20,25.3138,25.467,25.2201,25.3478,31303024,31303024,0.161719,0.642,25.3535,"Jun 20, 14",-0.017001341802979943
2014-06-23,25.3734,25.4074,24.9648,25.0669,25188458,25188458,-0.280882,-1.108,25.0758,"Jun 23, 14",-0.027894765417161134
2014-06-24,25.0499,25.0925,24.9393,24.9393,23354055,23354055,-0.127677,-0.509,24.9951,"Jun 24, 14",-0.03284314866091171
2014-06-25,24.8116,25.3989,24.8116,25.3648,31517974,31517974,0.425585,1.706,25.2755,"Jun 25, 14",-0.016342074442919158
2014-06-26,25.2968,25.3563,25.0925,25.1861,19472797,19472797,-0.178745,-0.705,25.2073,"Jun 26, 14",-0.02327213781014656
2014-06-27,25.2542,25.3223,25.0925,25.2542,30672693,30672693,0.068095,0.27,26.9104,"Jun 27, 14",-0.020631190326608807
2014-06-30,25.3308,25.3989,25.2116,25.2627,20566300,20566300,0.00851,0.034,25.3659,"Jun 30, 14",-0.020301556646578484
2014-07-01,25.2031,25.7223,25.1818,25.6032,25600160,25600160,0.340468,1.348,25.5632,"Jul 1, 14",-0.007096819228889864
2014-07-02,25.5861,25.8926,25.5351,25.85,18501691,18501691,0.246839,0.964,25.7947,"Jul 2, 14",0.0024741916218752867
2014-07-03,26.0543,26.0798,25.7819,25.9862,14852913,14852913,0.136186,0.527,25.9287,"Jul 3, 14",0.007756086588950651
2014-07-07,25.9521,26.0713,25.8585,25.9521,17593378,17593378,-0.034046,-0.131,25.9405,"Jul 7, 14",0.006433673825534611
2014-07-08,25.9436,25.9521,25.5521,25.6628,22440385,22440385,-0.289398,-1.115,25.6991,"Jul 8, 14",-0.004785505425382575
2014-07-09,25.6372,25.7053,25.45,25.5776,20680419,20680419,-0.085116,-0.332,25.6015,"Jul 9, 14",-0.00808959831227558
2014-07-10,25.3308,25.5691,25.1776,25.5351,20114399,20114399,-0.042559,-0.166,25.4115,"Jul 10, 14",-0.009737766712427615
2014-07-11,25.5691,25.6372,25.3648,25.5947,18359599,18359599,0.059582,0.233,25.524,"Jul 11, 14",-0.007426452908920327
2014-07-14,25.6968,25.816,25.6235,25.7394,20483726,20483726,0.144699,0.565,25.7453,"Jul 14, 14",-0.0018149242618145
2014-07-15,25.7053,26.0628,25.7053,25.8841,30883159,30883159,0.144697,0.562,25.8999,"Jul 15, 14",0.0037966043852913265
2014-07-16,25.9692,26.3607,25.8458,26.3522,35413297,35413297,0.468145,1.809,26.1741,"Jul 16, 14",0.02194972504673038
2014-07-17,25.9862,26.1735,25.8245,26.1564,24389678,24389678,-0.195769,-0.743,26.0337,"Jul 17, 14",0.014356516276147728
2014-07-18,25.9862,26.1735,25.8245,26.1564,24403174,24403174,0,0,26.0337,"Jul 18, 14",0.014356516276147728
2014-07-21,25.9011,26.0798,25.7904,25.833,22763367,22763367,-0.323444,-1.237,25.8956,"Jul 21, 14",0.0018149242618143624
2014-07-22,26.0032,26.1394,25.8755,25.9521,18742272,18742272,0.119163,0.461,25.999,"Jul 22, 14",0.006433673825534611
2014-07-23,26.1224,26.1224,25.8075,25.867,21115436,21115436,-0.085118,-0.328,25.9028,"Jul 23, 14",0.0031334589819360737
2014-07-24,25.85,26.0202,25.8075,25.8245,14838961,14838961,-0.042555,-0.165,25.8728,"Jul 24, 14",0.0014852905817840378
2014-07-25,25.8075,25.833,25.6032,25.6968,14504702,14504702,-0.127677,-0.494,25.6991,"Jul 25, 14",-0.003466970705261002
2014-07-28,25.3563,25.6798,25.3478,25.6202,27297106,27297106,-0.076604,-0.298,25.5631,"Jul 28, 14",-0.006437551868829078
2014-07-29,25.816,25.9521,25.2712,25.3053,37913591,37913591,-0.314934,-1.229,25.5389,"Jul 29, 14",-0.01864951020313198
2014-07-30,25.3396,25.3654,24.9274,25.1249,33990600,33990600,-0.180335,-0.713,25.0853,"Jul 30, 14",-0.025645500306365445
2014-07-31,25.1249,25.1764,24.6441,24.6441,38357296,38357296,-0.480856,-1.914,24.8282,"Jul 31, 14",-0.04429113246620282
2014-08-01,24.6441,24.9875,24.6355,24.7815,31341919,31341919,0.137387,0.557,24.8134,"Aug 1, 14",-0.03896270097959372
2014-08-04,24.8587,24.8673,24.5582,24.687,24144726,24144726,-0.094452,-0.381,24.6761,"Aug 4, 14",-0.04262745189287292
2014-08-05,24.541,24.6527,24.292,24.3951,27686952,27686952,-0.291953,-1.183,24.4601,"Aug 5, 14",-0.05394746026944651
2014-08-06,24.3006,24.3779,24.1203,24.2834,23380186,23380186,-0.111629,-0.458,24.2745,"Aug 6, 14",-0.058279234629375426
2014-08-07,24.4208,24.4208,23.9743,24.0773,30515280,30515280,-0.206081,-0.849,24.1047,"Aug 7, 14",-0.06627188185928908
2014-08-08,24.1117,24.3865,23.9314,24.3349,30110284,30110284,0.257602,1.07,24.1853,"Aug 8, 14",-0.05628204233272059
2014-08-11,24.4981,24.5496,24.2061,24.2577,22055839,22055839,-0.077281,-0.318,24.3058,"Aug 11, 14",-0.059275891756055604
2014-08-12,24.2663,24.3521,24.0688,24.1117,20433209,20433209,-0.145975,-0.602,24.1642,"Aug 12, 14",-0.06493783496598964
2014-08-13,24.2577,24.4208,24.1976,24.2233,17429544,17429544,0.111628,0.463,24.2523,"Aug 13, 14",-0.06060993864935518
2014-08-14,24.2663,24.7214,24.189,24.6698,19994969,19994969,0.446513,1.843,24.5435,"Aug 14, 14",-0.04329447533952278
2014-08-15,24.7815,24.8158,24.3951,24.5925,21736655,21736655,-0.077281,-0.313,24.6082,"Aug 15, 14",-0.046292202806152115
2014-08-18,24.687,24.8502,24.6355,24.7643,22969591,22969591,0.171736,0.698,24.7483,"Aug 18, 14",-0.03962972442624358
2014-08-19,24.8759,24.9274,24.6333,24.8502,18851434,18851434,0.085867,0.347,24.8272,"Aug 19, 14",-0.036298485236289174
2014-08-20,24.7557,24.8845,24.6784,24.8072,15032899,15032899,-0.042934,-0.173,24.7833,"Aug 20, 14",-0.03796604385291354
2014-08-21,24.833,24.8931,24.6784,24.7471,24371476,24371476,-0.060107,-0.242,24.7652,"Aug 21, 14",-0.0402967478728933
2014-08-22,24.7815,24.8845,24.7471,24.833,16348816,16348816,0.085868,0.347,24.8434,"Aug 22, 14",-0.03696550868293903
2014-08-25,24.8416,24.979,24.8244,24.8244,16919958,16919958,-0.008586,-0.035,24.8663,"Aug 25, 14",-0.03729902040626382
2014-08-26,25.2881,25.3568,25.0992,25.2451,21118070,21118070,0.420751,1.695,25.1862,"Aug 26, 14",-0.020984092266406067
2014-08-27,25.3053,25.3911,25.2151,25.3224,23188549,23188549,0.077281,0.306,25.3144,"Aug 27, 14",-0.01798636479977673
2014-08-28,25.2709,25.4769,25.2108,25.228,20604008,20604008,-0.094453,-0.373,25.3032,"Aug 28, 14",-0.02164723766976132
2014-08-29,25.2967,25.3224,25.1507,25.2366,16784494,16784494,0.008585,0.034,25.2372,"Aug 29, 14",-0.02131372594643653
2014-09-02,25.082,25.2537,25.0391,25.1249,20718884,20718884,-0.11163,-0.442,25.1387,"Sep 2, 14",-0.025645500306365445
2014-09-03,25.2881,25.3568,25.0992,25.2451,21118570,21118570,0.120217,0.478,25.1862,"Sep 3, 14",-0.020984092266406067
2014-09-04,25.3568,25.3739,25.1593,25.2194,22374102,22374102,-0.02576,-0.102,25.262,"Sep 4, 14",-0.02198074939308625
2014-09-05,25.1593,25.4684,25.082,25.4598,17570111,17570111,0.240429,0.953,25.3183,"Sep 5, 14",-0.012657933313167492
2014-09-08,25.3997,25.4598,25.1593,25.2451,14627107,14627107,-0.214669,-0.843,25.301,"Sep 8, 14",-0.020984092266406067
2014-09-09,25.2623,25.2795,24.9103,25.0992,21640035,21640035,-0.145973,-0.578,25.0475,"Sep 9, 14",-0.026642157433045627
2014-09-10,25.1163,25.3568,25.0391,25.2795,19433442,19433442,0.180321,0.718,25.2366,"Sep 10, 14",-0.019650045373106627
2014-09-11,25.2366,25.4512,25.1421,25.4426,18643671,18643671,0.16315,0.645,25.3546,"Sep 11, 14",-0.013324956759817349
2014-09-12,25.3053,25.4169,25.1936,25.2709,18226112,18226112,-0.171736,-0.675,25.2783,"Sep 12, 14",-0.019983557096431417
2014-09-15,25.2795,25.6917,25.2237,25.6917,24320580,24320580,0.42075,1.665,25.549,"Sep 15, 14",-0.0036647509132791967
2014-09-16,25.7174,25.8634,25.5457,25.8033,19603611,19603611,0.111629,0.434,25.7451,"Sep 16, 14",0.000663145403355253
2014-09-17,25.9235,26.1596,25.8462,26.0609,26216479,26216479,0.257605,0.998,26.0255,"Sep 17, 14",0.010652984929923729
2014-09-18,26.1124,26.3786,26.0523,26.2584,26425808,26425808,0.197494,0.758,26.2419,"Sep 18, 14",0.018312120436512584
2014-09-19,26.4129,26.4816,25.9836,26.1038,35022166,35022166,-0.154561,-0.589,26.1912,"Sep 19, 14",0.01231666550325363
2014-09-22,25.9836,26.078,25.7432,25.9149,24880231,24880231,-0.188911,-0.724,25.8906,"Sep 22, 14",0.004991041719989703
2014-09-23,25.6144,25.9578,25.331,25.8033,29182583,29182583,-0.111627,-0.431,25.7532,"Sep 23, 14",0.000663145403355253
2014-09-24,25.8548,26.1468,25.8205,26.0265,22080475,22080475,0.223256,0.865,26.0241,"Sep 24, 14",0.009318938036624152
2014-09-25,26.0437,26.0781,25.7346,25.7432,22601559,22601559,-0.283362,-1.089,25.8423,"Sep 25, 14",-0.0016675586166243672
2014-09-26,25.7346,25.7432,25.3867,25.5199,23789557,23789557,-0.223259,-0.867,25.5591,"Sep 26, 14",-0.010327229293187872
2014-09-29,25.477,25.623,25.3911,25.5629,19969777,19969777,0.042935,0.168,25.5409,"Sep 29, 14",-0.008659670676563504
2014-09-30,25.5629,25.7518,25.3739,25.3911,25670326,25670326,-0.171735,-0.672,25.5108,"Sep 30, 14",-0.01532214905647204
2014-10-01,25.2194,25.2537,24.9188,25.0305,35887859,35887859,-0.360647,-1.42,25.0509,"Oct 1, 14",-0.029306373176350174
2014-10-02,25.0391,25.1508,24.8072,24.9532,28201985,28201985,-0.077278,-0.309,24.9286,"Oct 2, 14",-0.03230410064297965
2014-10-03,25.1507,25.1679,24.9017,25.0906,24079246,24079246,0.137387,0.551,25.092,"Oct 3, 14",-0.026975669156370556
2014-10-06,25.2022,25.2537,24.9103,25.0476,16506250,16506250,-0.042934,-0.171,25.0741,"Oct 6, 14",-0.028643227772994922
2014-10-07,24.9274,25.0047,24.7214,24.7214,24686621,24686621,-0.326298,-1.303,24.8627,"Oct 7, 14",-0.04129340499957348
2014-10-08,24.7385,25.2366,24.5067,25.228,29529138,29529138,0.506622,2.049,24.9119,"Oct 8, 14",-0.02164723766976132
2014-10-09,25.2451,25.2795,24.8416,24.8931,22839126,22839126,-0.334888,-1.327,25.0458,"Oct 9, 14",-0.034634804662959276
2014-10-10,24.9961,25.3053,24.9017,25.0133,32065292,32065292,0.120219,0.483,25.0775,"Oct 10, 14",-0.029973396622999894
2014-10-13,25.0391,25.1507,24.3993,24.4466,34089392,34089392,-0.56673,-2.266,24.8263,"Oct 13, 14",-0.051950267972791675
2014-10-14,24.5925,24.7299,24.3865,24.438,23260406,23260406,-0.008588,-0.035,24.544,"Oct 14, 14",-0.052283779696116604
2014-10-15,24.2061,24.3006,23.6652,24.2061,41183731,41183731,-0.231841,-0.949,24.0375,"Oct 15, 14",-0.0612769620960049
2014-10-16,23.9314,24.0516,23.6222,23.7854,37803059,37803059,-0.420752,-1.738,23.8378,"Oct 16, 14",-0.07759189023586266
2014-10-17,23.8798,24.0516,23.7253,23.897,32572812,32572812,0.111626,0.469,23.8908,"Oct 17, 14",-0.0732639939192282
2014-10-20,23.9314,24.0172,23.6995,23.9829,38925417,38925417,0.085871,0.359,23.8654,"Oct 20, 14",-0.0699327547292738
2014-10-21,24.146,24.4895,24.043,24.2834,36483573,36483573,0.300535,1.253,24.3113,"Oct 21, 14",-0.058279234629375426
2014-10-22,24.2577,24.4637,24.0516,24.3006,30788550,30788550,0.017175,0.071,24.3202,"Oct 22, 14",-0.057612211182725706
2014-10-23,24.6011,24.79,24.5324,24.5582,30775083,30775083,0.257604,1.06,24.6666,"Oct 23, 14",-0.04762237165615723
2014-10-24,24.7299,25.1335,24.6527,24.9961,28424946,28424946,0.437925,1.783,24.9523,"Oct 24, 14",-0.030640420069649753
2014-10-27,24.979,25.082,24.8587,24.9274,22967053,22967053,-0.068693,-0.275,24.9471,"Oct 27, 14",-0.0333046358129543
2014-10-28,25.0476,25.1593,24.7815,24.979,32386317,32386317,0.051521,0.207,24.9151,"Oct 28, 14",-0.03130356547300501
2014-10-29,26.3039,26.3386,25.9402,26.0181,19807392,19807392,1.0392,4.16,26.0737,"Oct 29, 14",0.008993182399888295
2014-10-30,25.2366,25.7432,25.2366,25.623,21097190,21097190,-0.395154,-1.519,25.5712,"Oct 30, 14",-0.006328966656583746
2014-10-31,25.7689,25.9321,25.5972,25.7174,25196027,25196027,0.094454,0.369,25.7527,"Oct 31, 14",-0.0026680937865990154
2014-11-03,25.6745,25.9321,25.6401,25.9235,21736423,21736423,0.206083,0.801,25.8395,"Nov 3, 14",0.005324553443314632
2014-11-04,25.8806,26.018,25.6487,26.0008,24386112,24386112,0.077282,0.298,25.9117,"Nov 4, 14",0.00832228090994411
2014-11-05,26.3039,26.3386,25.9402,26.0181,19808464,19808464,0.017335,0.067,26.0737,"Nov 5, 14",0.008993182399888295
2014-11-06,26.0528,26.2087,25.9575,26.0181,16517411,16517411,0,0,26.0321,"Nov 6, 14",0.008993182399888295
2014-11-07,26.0961,26.0961,25.7756,25.9142,17267966,17267966,-0.103934,-0.399,25.8753,"Nov 7, 14",0.004963895416928439
2014-11-10,25.9488,26.226,25.8189,26.1567,22840409,22840409,0.242511,0.936,26.0947,"Nov 10, 14",0.014368150406031125
2014-11-11,26.1394,26.3299,26.0701,26.2606,15729781,15729781,0.103933,0.397,26.206,"Nov 11, 14",0.01839743738899098
2014-11-12,26.1827,26.4512,26.1827,26.3472,23469625,23469625,0.086612,0.33,26.3564,"Nov 12, 14",0.021755822882006653
2014-11-13,26.4339,26.5205,26.2087,26.3472,14352896,14352896,0,0,26.3779,"Nov 13, 14",0.021755822882006653
2014-11-14,26.3126,26.4685,26.174,26.278,18133000,18133000,-0.069289,-0.263,26.2758,"Nov 14, 14",0.019072216922229632
2014-11-17,25.9055,26.3386,25.8795,26.2606,26236768,26236768,-0.017323,-0.066,26.115,"Nov 17, 14",0.01839743738899098
2014-11-18,26.4079,26.5724,26.2433,26.4945,20237580,20237580,0.233852,0.891,26.4816,"Nov 18, 14",0.02746818065476874
2014-11-19,26.3472,26.4685,26.226,26.3646,15876908,15876908,-0.129917,-0.49,26.3342,"Nov 19, 14",0.022430602415245304
2014-11-20,26.2693,26.4079,26.2,26.3646,16476903,16476903,0,0,26.3303,"Nov 20, 14",0.022430602415245304
2014-11-21,26.6331,26.659,26.1567,26.3732,27597836,27597836,0.008661,0.033,26.3534,"Nov 21, 14",0.022764114138570234
2014-11-24,26.4425,26.5291,26.0874,26.174,32752575,32752575,-0.199208,-0.755,26.2324,"Nov 24, 14",0.01503905189597531
2014-11-25,26.1654,26.5551,26.1394,26.3905,25506926,25506926,0.216531,0.827,26.3805,"Nov 25, 14",0.023435015628514418
2014-11-26,26.5464,26.9535,26.4945,26.9362,27477104,27477104,0.545653,2.068,26.77,"Nov 26, 14",0.044597497886466345
2014-11-28,26.9622,27.4039,26.9016,26.9795,20278707,20278707,0.043304,0.161,27.1415,"Nov 28, 14",0.04627669063297425
2014-12-01,26.7457,27.2913,26.7457,27.0748,22951443,22951443,0.095272,0.353,27.1195,"Dec 1, 14",0.04997246589260918
2014-12-02,27.2307,27.3866,27.0921,27.3433,25387559,25387559,0.268498,0.992,27.257,"Dec 2, 14",0.06038501213827545
2014-12-03,27.2826,27.5252,27.1202,27.4992,31455565,31455565,0.155902,0.57,27.3734,"Dec 3, 14",0.06643088163436246
2014-12-04,27.3346,27.5598,27.1484,27.4299,19351291,19351291,-0.069291,-0.252,27.37,"Dec 4, 14",0.06374339763129111
2014-12-05,27.4126,27.8456,27.3693,27.707,24854324,24854324,0.277155,1.01,27.6893,"Dec 5, 14",0.0744894556002823
2014-12-08,27.5252,27.9062,27.5078,27.6897,26867219,26867219,-0.017321,-0.063,27.7185,"Dec 8, 14",0.07381855411033798
2014-12-09,27.326,27.7244,27.2393,27.6724,26384360,26384360,-0.017323,-0.063,27.5236,"Dec 9, 14",0.0731476526203938
2014-12-10,27.7157,27.8673,27.4992,27.5944,30217179,30217179,-0.077948,-0.282,27.6824,"Dec 10, 14",0.07012277885070306
2014-12-11,27.5944,28.6818,27.2913,27.4126,26365205,26365205,-0.181885,-0.659,27.5835,"Dec 11, 14",0.06307249614134693
2014-12-12,27.1441,27.2307,26.7283,26.8063,27514327,27514327,-0.606282,-2.212,26.907,"Dec 12, 14",0.039559919646942915
2014-12-15,26.9622,26.9752,26.5768,26.7283,31734557,31734557,-0.077949,-0.291,26.7646,"Dec 15, 14",0.03653504587725217
2014-12-16,26.7023,27.3346,26.5378,26.5638,23675663,23675663,-0.164564,-0.616,26.8382,"Dec 16, 14",0.030155664657840225
2014-12-17,26.5898,27.1527,26.4858,26.9535,24657025,24657025,0.389754,1.467,26.8588,"Dec 17, 14",0.045268399376410536
2014-12-18,27.3,27.7157,27.2134,27.6897,35926961,35926961,0.736197,2.731,27.5134,"Dec 18, 14",0.07381855411033798
2014-12-19,27.6378,27.7937,27.3779,27.6637,44949818,44949818,-0.025982,-0.094,27.6627,"Dec 19, 14",0.07281026285377441
2014-12-22,27.5944,27.8196,27.3866,27.7937,18395036,18395036,0.129917,0.47,27.7041,"Dec 22, 14",0.07785171913659245
2014-12-23,27.8716,27.9106,26.6504,27.2393,34796486,34796486,-0.554315,-1.994,27.1626,"Dec 23, 14",0.056351847112021125
2014-12-24,27.2307,27.4126,27.196,27.2134,10823030,10823030,-0.025983,-0.095,27.2834,"Dec 24, 14",0.05534743389875201
2014-12-26,27.2826,27.5771,27.1094,27.4126,8606413,8606413,0.199207,0.732,27.4251,"Dec 26, 14",0.06307249614134693
2014-12-29,27.248,27.3866,27.1787,27.1874,12675451,12675451,-0.225191,-0.821,27.2394,"Dec 29, 14",0.05433914264218843
2014-12-30,27.0921,27.274,27.0575,27.1787,11033191,11033191,-0.008659,-0.032,27.179,"Dec 30, 14",0.054001752875569034
2014-12-31,27.0055,27.4559,26.9708,26.9795,14930021,14930021,-0.199209,-0.733,27.1727,"Dec 31, 14",0.04627669063297425
2015-01-02,27.0834,27.5252,27.0401,27.1354,15532779,15532779,0.1559,0.578,27.2005,"Jan 2, 15",0.052322560129061266
2015-01-05,27.1527,27.2047,26.8582,26.9882,23516456,23516456,-0.147237,-0.543,27.0209,"Jan 5, 15",0.046614080399593506
2015-01-06,27.0834,27.5944,26.9535,27.2134,27958896,27958896,0.225189,0.834,27.2911,"Jan 6, 15",0.05534743389875201
2015-01-07,27.4732,27.6031,27.3519,27.5858,19211423,19211423,0.372431,1.369,27.5022,"Jan 7, 15",0.06978926712737814
2015-01-08,28.0102,28.27,27.9062,28.1488,46650416,46650416,0.562975,2.041,28.1301,"Jan 8, 15",0.09162265087527438
2015-01-09,28.1314,28.322,28.0795,28.2787,24746690,24746690,0.129918,0.462,28.2376,"Jan 9, 15",0.09666022911479782
2015-01-12,28.296,28.4779,28.244,28.3826,23593788,23593788,0.103933,0.368,28.3757,"Jan 12, 15",0.10068951609775768
2015-01-13,28.4779,28.781,27.8196,28.0968,34145654,34145654,-0.285819,-1.007,28.3338,"Jan 13, 15",0.08960606836214723
2015-01-14,27.8976,28.3393,27.8283,28.1314,30646817,30646817,0.034645,0.123,28.1259,"Jan 14, 15",0.0909478713420356
2015-01-15,28.2614,28.3826,27.9322,28.0622,25625776,25625776,-0.069288,-0.246,28.1227,"Jan 15, 15",0.08826426538225872
2015-01-16,27.9669,28.4259,27.9409,28.4086,23858305,23858305,0.346444,1.235,28.2027,"Jan 16, 15",0.10169780735432125
2015-01-20,28.5558,28.6771,28.1834,28.6684,42172145,42172145,0.259837,0.915,28.5346,"Jan 20, 15",0.11177296383336813
2015-01-21,28.5125,29.0149,28.2007,28.27,33233188,33233188,-0.398416,-1.39,28.4227,"Jan 21, 15",0.09632283934817842
2015-01-22,28.296,28.4346,27.759,28.4173,29780871,29780871,0.147241,0.521,28.1793,"Jan 22, 15",0.10203519712094065
2015-01-23,28.4692,28.4952,28.0881,28.1055,25975881,25975881,-0.311802,-1.097,28.2624,"Jan 23, 15",0.08994345812876649
2015-01-26,28.1228,28.4519,27.8629,28.4086,26836355,26836355,0.30314,1.079,28.2595,"Jan 26, 15",0.10169780735432125
2015-01-27,28.0102,28.885,27.9755,28.2354,40542996,40542996,-0.173222,-0.61,28.4428,"Jan 27, 15",0.09498103636828992
2015-01-28,28.2094,28.7031,27.2913,27.6724,32044149,32044149,-0.562977,-1.994,27.8855,"Jan 28, 15",0.0731476526203938
2015-01-29,27.6378,27.6811,27.3173,27.5685,29161207,29161207,-0.103933,-0.376,27.4939,"Jan 29, 15",0.06911836563743395
2015-01-30,27.4299,27.5425,27.0228,27.0661,43070750,43070750,-0.502348,-1.822,27.2275,"Jan 30, 15",0.04963507612598978
2015-02-02,27.2307,27.4126,26.8669,27.4126,23292241,23292241,0.346448,1.28,27.1818,"Feb 2, 15",0.06307249614134693
2015-02-03,27.5771,27.8543,27.248,27.733,33003081,33003081,0.320462,1.169,27.5419,"Feb 3, 15",0.07549774685684589
2015-02-04,27.934,28.1961,27.7156,28.0214,36690113,36690113,0.288353,1.04,27.9895,"Feb 4, 15",0.08668202371811275
2015-02-05,28.8689,29.0087,28.4845,28.8252,59443731,59443731,0.803857,2.869,28.8208,"Feb 5, 15",0.11785373571910548
2015-02-06,28.799,29.1966,28.5981,28.9825,34979601,34979601,0.157276,0.546,29.0119,"Feb 6, 15",0.1239538978213153
2015-02-09,28.8165,29.1485,28.7029,28.8951,30584788,30584788,-0.087376,-0.301,28.9438,"Feb 9, 15",0.12056448798194376
2015-02-10,29.2534,29.9,29.1922,29.8388,59424427,59424427,0.943657,3.266,29.6559,"Feb 10, 15",0.15716158255190754
2015-02-11,29.7077,30.1533,29.7077,29.9262,39444633,39444633,0.087376,0.293,29.917,"Feb 11, 15",0.16055099239127907
2015-02-12,29.9524,30.5553,29.9087,30.4679,43656765,43656765,0.541729,1.81,30.348,"Feb 12, 15",0.18155835291745193
2015-02-13,30.3194,30.5378,30.1533,30.2669,23389565,23389565,-0.200963,-0.66,30.3164,"Feb 13, 15",0.17376348589555649
2015-02-17,30.1796,30.4417,30.1184,30.2145,22867208,22867208,-0.052426,-0.173,30.2157,"Feb 17, 15",0.17173139120925146
2015-02-18,30.1359,30.2058,29.9174,30.1271,21626152,21626152,-0.087377,-0.289,30.0697,"Feb 18, 15",0.16834198136987993
2015-02-19,29.9961,30.1184,29.8038,30.066,26658421,26658421,-0.061163,-0.203,29.9892,"Feb 19, 15",0.1659724969169555
2015-02-20,29.9436,30.2145,29.7951,30.197,26285645,26285645,0.131065,0.436,30.0363,"Feb 20, 15",0.1710527336327182
2015-02-23,29.8038,30.1621,29.7602,30.0485,23134620,23134620,-0.14854,-0.492,29.9924,"Feb 23, 15",0.16529383934042238
2015-02-24,29.9,30.0048,29.7798,30.0048,19357523,19357523,-0.043687,-0.145,29.9131,"Feb 24, 15",0.16359913442073662
2015-02-25,29.9262,30.398,29.6466,30.2844,37219997,37219997,0.279602,0.932,30.1337,"Feb 25, 15",0.17444214347208975
2015-02-26,30.1184,30.3368,30.0354,30.2232,19902776,19902776,-0.061163,-0.202,30.1893,"Feb 26, 15",0.17206878097587072
2015-02-27,30.0922,30.2844,29.9611,29.9873,24388891,24388891,-0.235915,-0.781,30.0917,"Feb 27, 15",0.1629204768442035
2015-03-02,29.7602,30.4067,29.7602,30.3805,21352030,21352030,0.393192,1.311,30.2605,"Mar 2, 15",0.17816894307808054
2015-03-03,30.363,30.4854,30.066,30.197,24045228,24045228,-0.183489,-0.604,30.238,"Mar 3, 15",0.1710527336327182
2015-03-04,30.1359,30.3804,29.9349,30.2669,19387742,19387742,0.069901,0.231,30.2314,"Mar 4, 15",0.17376348589555649
2015-03-05,30.3456,30.4155,30.0572,30.1184,23451015,23451015,-0.148539,-0.491,30.2039,"Mar 5, 15",0.16800459160326067
2015-03-06,29.9262,30.1097,29.4893,29.6815,39924646,39924646,-0.436879,-1.451,29.6891,"Mar 6, 15",0.15106142044969786
2015-03-09,29.5941,29.865,29.4107,29.7339,31174589,31174589,0.052424,0.177,29.6721,"Mar 9, 15",0.1530935151360029
2015-03-10,29.5592,29.8213,29.4107,29.5155,38277674,38277674,-0.218439,-0.735,29.5836,"Mar 10, 15",0.1446238685808688
2015-03-11,29.6903,29.7951,29.3844,29.3844,25613667,25613667,-0.131063,-0.444,29.4769,"Mar 11, 15",0.1395397538218116
2015-03-12,29.5417,29.7602,29.5111,29.7077,28177510,28177510,0.323292,1.1,29.656,"Mar 12, 15",0.15207746779285036
2015-03-13,29.6378,29.7077,29.4412,29.7077,28080492,28080492,0,0,29.5979,"Mar 13, 15",0.15207746779285036
2015-03-16,29.7776,30.197,29.6728,30.0922,29047073,29047073,0.384454,1.294,30.047,"Mar 16, 15",0.166988544260108
2015-03-17,29.8126,29.9699,29.6553,29.8563,20632621,20632621,-0.235916,-0.784,29.8182,"Mar 17, 15",0.15784024012844078
2015-03-18,29.7339,30.1446,29.4893,30.0398,33133937,33133937,0.183487,0.615,29.7965,"Mar 18, 15",0.16495644957380298
2015-03-19,29.9524,30.0398,29.7689,29.8388,20437408,20437408,-0.200963,-0.669,29.8827,"Mar 19, 15",0.15716158255190754
2015-03-20,29.8213,30.1184,29.6903,29.9262,59160691,59160691,0.087376,0.293,29.9019,"Mar 20, 15",0.16055099239127907
2015-03-23,30.1533,30.9747,30.1359,30.6252,50805972,50805972,0.699008,2.336,30.6937,"Mar 23, 15",0.18765851501966163
2015-03-24,30.5291,30.5815,30.1446,30.1621,33163124,33163124,-0.463094,-1.512,30.3131,"Mar 24, 15",0.1696992965229463
2015-03-25,30.2407,30.5815,29.9436,29.9699,29206066,29206066,-0.192226,-0.637,30.2738,"Mar 25, 15",0.1622456973109647
2015-03-26,29.8038,30.0529,29.664,29.8475,24826881,24826881,-0.122325,-0.408,29.8517,"Mar 26, 15",0.15749897231852694
2015-03-27,30.0922,30.2276,29.9087,30.1708,22840401,22840401,0.323289,1.083,30.1264,"Mar 27, 15",0.1700366862895657
2015-03-30,30.232,30.7737,30.1883,30.5815,25512725,25512725,0.410666,1.361,30.5634,"Mar 30, 15",0.18596381009997584
2015-03-31,30.4854,30.6951,30.3718,30.398,26506614,26506614,-0.183488,-0.6,30.5277,"Mar 31, 15",0.17884760065461366
2015-04-01,30.4417,30.4417,29.8038,29.9961,32242944,32242944,-0.401929,-1.322,30.0182,"Apr 1, 15",0.16326174465411722
2015-04-02,30.0747,30.2582,29.8956,30.0398,25111848,25111848,0.043686,0.146,30.0371,"Apr 2, 15",0.16495644957380298
2015-04-06,30.0747,30.4155,29.9087,30.1271,21480465,21480465,0.087376,0.291,30.1861,"Apr 6, 15",0.16834198136987993
