date,open,high,low,volume,unadjustedVolume,change,changePercent,vwap,changeOverTime,close,trend
50,36.1291,36.3525,34.923,45960848,45960848,-0.991672,-2.743,35.513,0.075831559,35.1642,DOWN
51,34.8426,35.5484,34.8426,34333298,34333298,-0.134904,-0.384,35.1799,0.071704359,35.0293,DOWN
52,34.9409,35.2089,34.7533,32006651,32006651,-0.02591,-0.074,34.9795,0.070911961,35.0034,DOWN
53,35.1464,35.7003,34.8873,33978673,33978673,0.509239,1.455,35.3512,0.086493746,35.5127,UP
54,35.7896,36.1068,35.6511,30616304,30616304,0.580712,1.635,36.2685,0.10425998,36.0934,UP
55,35.7449,35.9102,35.2982,36689399,36689399,-0.348428,-0.965,35.6878,0.093597792,35.7449,DOWN
56,35.8522,35.87,35.5484,22222222,22222222,-0.062538,-0.175,35.749,0.091685635,35.6824,DOWN
57,35.7003,35.8611,35.5841,27057271,27057271,0.044671,0.125,35.7139,0.09305321,35.7271,UP
58,35.7271,35.7271,35.2625,24602781,24602781,-0.268022,-0.75,35.4437,0.084853881,35.4591,DOWN
59,35.5037,35.7092,35.1106,42381594,42381594,0.151881,0.428,35.7552,0.089498128,35.6109,UP
60,35.9951,36.3435,35.5127,56883812,56883812,0.044667,0.125,35.9186,0.090865702,35.6556,UP
61,35.8611,36.8885,35.8164,50610208,50610208,0.857663,2.405,36.4449,0.117106616,36.5133,UP
62,36.7187,36.7992,36.0844,29637370,29637370,-0.321622,-0.881,36.3178,0.107264361,36.1916,DOWN
63,36.0934,36.1827,35.8878,35464148,35464148,-0.098272,-0.272,36.0368,0.10425998,36.0934,DOWN
64,35.9505,36.0576,35.6913,28791455,28791455,-0.357362,-0.99,35.7985,0.093325501,35.736,DOWN
65,36.013,36.0398,35.4323,43417914,43417914,-0.276955,-0.775,36.2026,0.084853881,35.4591,DOWN
66,35.3072,35.4143,35.1106,22460928,22460928,-0.232285,-0.655,35.2314,0.077746775,35.2268,DOWN
67,35.1017,35.1553,34.7979,27112373,27112373,-0.330556,-0.938,35.5483,0.067632229,34.8962,DOWN
68,35.0392,35.2982,34.4048,41749497,41749497,0.326091,0.934,34.8411,0.0776091,35.2223,UP
69,35.1464,35.6467,34.8158,32123032,32123032,0.192081,0.545,35.376,0.083486306,35.4144,UP
70,35.325,35.602,35.1732,29647646,29647646,-0.089339,-0.252,35.3493,0.080751156,35.325,DOWN
71,35.5037,35.7539,35.4233,22787185,22787185,0.38416,1.088,36.0651,0.092505568,35.7092,UP
72,35.9161,36.438,35.8532,27004768,27004768,0.656776,1.839,36.3195,0.112600044,36.366,UP
73,36.258,36.393,36.0331,18818711,18818711,-0.161947,-0.445,36.2219,0.107643733,36.204,DOWN
74,36.0691,36.348,35.5473,37793243,37793243,-0.575811,-1.59,35.7167,0.090027413,35.6282,DOWN
75,35.6912,35.8442,35.3313,29868272,29868272,0.206933,0.581,35.6239,0.096360477,35.8352,UP
76,35.6372,35.8262,35.5023,24537438,24537438,-0.071978,-0.201,35.6995,0.094157672,35.7632,DOWN
77,35.7002,35.9341,35.5023,21322341,21322341,-0.06298,-0.176,35.6745,0.092230218,35.7002,DOWN
78,35.8082,36.303,35.7541,22399392,22399392,0.602804,1.689,36.1588,0.11067259,36.303,UP
79,36.249,36.303,35.8532,20202485,20202485,-0.224929,-0.62,36.0442,0.103791884,36.0781,DOWN
80,36.321,36.321,35.9881,18020866,18020866,0.017998,0.05,36.1136,0.104342585,36.0961,UP
81,36.222,36.222,35.8172,26161164,26161164,0.062978,0.174,36.0199,0.106270039,36.1591,UP
82,36.1141,36.1591,35.8262,25711565,25711565,-0.161947,-0.448,35.9854,0.101313728,35.9971,DOWN
83,36.1231,36.303,35.9071,19893872,19893872,0.2969,0.825,36.0996,0.110397239,36.294,UP
84,36.393,36.8608,36.213,34575579,34575579,0.539823,1.487,37.0976,0.126912157,36.8338,UP
85,36.8428,36.9688,36.5999,18504300,18504300,-0.134956,-0.366,36.7631,0.122784957,36.6989,DOWN
86,36.5279,36.5999,36.213,18071096,18071096,-0.449849,-1.226,36.331,0.109020486,36.249,DOWN
87,36.177,36.321,35.8622,23210341,23210341,0.026991,0.074,36.1517,0.109846538,36.276,UP
88,36.5189,37.1127,36.348,31865213,31865213,0.800735,2.207,36.8965,0.134343564,37.0767,UP
89,37.3197,37.4816,37.1037,24060542,24060542,0.242919,0.655,37.2891,0.141778031,37.3197,UP
90,37.2387,37.3197,36.9058,15019425,15019425,-0.188937,-0.506,37.0991,0.135995668,37.1307,DOWN
91,36.9148,37.0318,36.7619,15117689,15117689,-0.143954,-0.388,36.9387,0.131593117,36.9868,DOWN
92,36.8248,36.9508,36.6764,18039990,18039990,-0.224926,-0.608,57.9772,0.124712412,36.7619,DOWN
93,36.7169,36.7798,36.249,29823030,29823030,-0.251915,-0.685,36.4583,0.117002594,36.5099,DOWN
94,36.9778,37.3961,36.7619,26310697,26310697,0.584806,1.602,37.1106,0.134894265,37.0947,UP
95,36.9238,37.4366,36.9238,24205297,24205297,0.242922,0.655,37.2856,0.142328732,37.3377,UP
96,37.1487,37.7065,36.2895,22518630,22518630,0.161944,0.434,37.5053,0.147281984,37.4996,UP
97,37.4321,37.5536,37.0498,27097228,27097228,-0.02699,-0.072,37.2526,0.146455932,37.4726,DOWN
98,37.4006,37.5806,37.1848,19837767,19837767,-0.125958,-0.336,37.3551,0.142604083,37.3467,DOWN
99,37.2882,37.6346,37.2297,47765407,47765407,0.152948,0.41,37.5489,0.147281984,37.4996,UP
100,37.5446,37.7875,37.5086,18743905,18743905,0.278909,0.744,38.3021,0.155814793,37.7785,UP
101,37.6346,37.7335,37.3916,26518274,26518274,-0.220428,-0.583,37.5444,0.149071762,37.5581,DOWN
102,37.5176,37.8325,37.3017,20051576,20051576,0.256416,0.683,37.6602,0.156916196,37.8145,UP
103,37.7245,37.7335,37.2747,23604409,23604409,-0.27891,-0.738,37.453,0.148383386,37.5356,DOWN
104,37.4366,38.0484,37.3467,74641945,74641945,0.476842,1.27,42.4573,0.16297085,38.0124,UP
105,37.9405,37.9765,37.5176,30805472,30805472,-0.494835,-1.302,37.7761,0.147832685,37.5176,DOWN
106,37.6616,37.9225,37.5086,26922597,26922597,0.15295,0.408,37.7291,0.152513645,37.6706,UP
107,37.5446,37.6975,37.3646,20208526,20208526,0.026992,0.072,37.5442,0.153336638,37.6975,UP
108,37.7065,37.7785,37.3916,15969310,15969310,-0.089972,-0.239,37.5772,0.150586191,37.6076,DOWN
109,37.5626,37.8955,37.5266,21953619,21953619,0.170945,0.455,37.8726,0.155814793,37.7785,UP
110,37.6706,37.7875,37.4366,31218208,31218208,-0.188937,-0.5,37.6342,0.15003549,37.5896,DOWN
111,37.7695,37.7785,37.3646,18445910,18445910,-0.098971,-0.263,37.5098,0.147006633,37.4906,DOWN
112,37.2207,37.7875,36.9328,21856832,21856832,0.013496,0.036,37.508,0.147419659,37.5041,UP
113,37.5176,37.8685,37.3197,24087374,24087374,0.364381,0.972,37.6632,0.158568299,37.8685,UP
114,37.9854,38.1924,37.8235,21882943,21882943,0.044988,0.119,38.0134,0.159945052,37.9135,UP
115,38.0844,38.2104,37.8145,28758961,28758961,0.278907,0.736,38.0514,0.168477862,38.1924,UP
116,38.2464,39.8658,38.2194,63322372,63322372,1.4665,3.84,39.264,0.213344714,39.6589,UP
117,40.8915,41.1254,39.8118,82180263,82180263,0.404866,1.021,40.3955,0.225732433,40.0638,UP
118,40.1717,40.3427,39.8118,43407490,43407490,0.143955,0.359,40.0806,0.230134983,40.2077,UP
119,40.0908,40.6306,39.7849,37604378,37604378,0.130458,0.324,40.2567,0.234127567,40.3382,UP
120,40.4866,40.6216,40.1177,43095820,43095820,-0.004501,-0.011,40.3779,0.233989892,40.3337,DOWN
121,40.8915,40.8915,40.1447,52363948,52363948,0.035986,0.089,40.5241,0.235091294,40.3697,UP
122,40.4236,40.4866,39.8748,30725348,30725348,-0.42286,-1.047,40.0762,0.222152875,39.9468,DOWN
123,39.8568,40.1807,39.8568,26737724,26737724,0.089974,0.225,40.0238,0.224906381,40.0368,UP
124,39.9108,40.0458,39.5239,29687677,29687677,-0.476844,-1.191,39.7422,0.210315858,39.5599,DOWN
125,39.5059,39.6679,39.263,27764099,27764099,-0.076477,-0.193,39.5152,0.207978437,39.4835,DOWN
126,39.6499,39.6769,38.9481,31925735,31925735,-0.275757,-0.698,39.1469,0.19954047,39.2077,DOWN
127,39.0291,39.308,38.7592,31540882,31540882,-0.376527,-0.96,38.9878,0.188021636,38.8312,DOWN
128,38.8762,38.9121,38.3273,31171094,31171094,-0.26991,-0.695,38.6311,0.179764177,38.5613,DOWN
129,38.6602,39.1101,38.5163,34277387,34277387,0.45885,1.19,38.8623,0.19380094,39.0201,UP
130,38.9661,39.1011,38.5343,26267500,26267500,-0.260915,-0.669,38.7476,0.185818832,38.7592,DOWN
131,38.4533,38.8402,37.9765,24633966,24633966,-0.305897,-0.789,38.535,0.17645997,38.4533,DOWN
132,38.5433,39.0921,38.3723,30315183,30315183,0.440852,1.146,38.873,0.189946031,38.8941,UP
133,38.8941,38.9706,38.6062,28943024,28943024,-0.026991,-0.069,38.8004,0.189123039,38.8672,DOWN
134,38.9211,39.0921,38.7052,20351600,20351600,0,0,38.8663,0.189123039,38.8672,DOWN
135,38.7232,39.218,38.6872,21433589,21433589,0.287906,0.741,39.0521,0.197931199,39.1551,UP
136,39.299,39.7489,39.1551,22851136,22851136,0.503832,1.287,39.507,0.213344714,39.6589,UP
137,39.6589,39.9621,39.5959,19313194,19313194,0.170943,0.431,39.7824,0.218573317,39.8298,UP
138,40.1087,40.3922,39.9468,41611308,41611308,0.467847,1.175,40.1682,0.232888489,40.2977,UP
139,40.4326,40.5856,40.1987,26895359,26895359,0.287905,0.714,40.4422,0.241696649,40.5856,UP
140,40.7123,41.0473,40.5856,28139494,28139494,0.45266,1.115,40.8521,0.255543726,41.0382,UP
141,41.0473,41.1016,40.649,24770487,24770487,-0.344025,-0.838,40.7881,0.245019213,40.6942,DOWN
142,40.5946,40.9658,40.5856,22285502,22285502,0.244436,0.601,40.8593,0.252499572,40.9387,UP
143,41.0564,41.165,40.8029,18294741,18294741,-0.06337,-0.155,40.9471,0.25055988,40.8753,DOWN
144,41.1016,41.1378,40.7757,16909999,16909999,0.018104,0.044,40.9488,0.25111364,40.8934,UP
145,41.0201,41.0971,40.6852,14877669,14877669,-0.149376,-0.365,40.823,0.24654282,40.744,DOWN
146,40.649,40.7395,40.5222,21287931,21287931,-0.122217,-0.3,40.6099,0.242804171,40.6218,DOWN
147,40.5132,40.7214,40.3864,17657643,17657643,0.009053,0.022,40.5593,0.243082581,40.6309,UP
148,40.821,41.1378,40.6082,21608625,21608625,0.497926,1.225,40.9333,0.258315589,41.1288,UP
149,41.1288,41.1559,40.6037,22976775,22976775,-0.30781,-0.748,40.742,0.248898598,40.821,DOWN
150,40.314,40.8391,40.314,33689341,33689341,-0.117691,-0.288,40.6664,0.245297623,40.7033,DOWN
151,40.5041,40.9839,40.486,26478082,26478082,0.271595,0.667,40.8476,0.253607093,40.9749,UP
152,40.8391,41.5814,40.8391,36939360,36939360,0.588461,1.436,41.3073,0.271608904,41.5633,UP
153,41.6629,42.3691,41.6358,45736730,45736730,0.506981,1.22,42.0837,0.287120322,42.0703,UP
154,42.0703,42.523,42.025,40302386,40302386,0.262542,0.624,42.3035,0.295154441,42.3329,UP
155,42.3873,42.4958,41.8983,27304409,27304409,0.072426,0.171,42.3355,0.297369484,42.4053,UP
156,42.3148,42.5501,42.0703,29216560,29216560,0.144854,0.342,42.2693,0.301799569,42.5501,UP
157,42.4687,42.5682,42.188,38247122,38247122,-0.276125,-0.649,42.2885,0.293352424,42.274,DOWN
158,42.1337,42.2876,41.7353,37667644,37667644,-0.411922,-0.974,41.9009,0.280750545,41.8621,DOWN
159,41.9979,42.4143,41.9074,27910571,27910571,0.470767,1.125,42.2063,0.295154441,42.3329,UP
160,41.8802,42.2695,41.853,38311924,38311924,-0.217277,-0.513,42.1028,0.288506254,42.1156,DOWN
161,42.179,42.3962,42.0613,35556632,35556632,0.14485,0.344,42.2264,0.292936339,42.2604,UP
162,42.3781,43.0662,42.188,202526536,202526536,0.760473,1.799,42.7939,0.316203466,43.0209,UP
163,42.8217,42.8942,42.532,38686091,38686091,-0.41645,-0.968,42.665,0.303463911,42.6045,DOWN
164,42.4143,42.532,42.0703,33431078,33431078,-0.452662,-1.062,42.3082,0.289613775,42.1518,DOWN
165,42.2152,42.6497,41.9526,26582713,26582713,0.47077,1.117,42.3758,0.304017671,42.6226,UP
166,42.4415,42.6316,41.672,33077385,33077385,-0.941537,-2.209,41.9504,0.275209878,41.681,DOWN
167,41.5814,42.2061,41.4275,27078764,27078764,0.334969,0.804,41.8887,0.28545904,42.016,UP
168,41.6267,42.1518,41.4275,26090980,26090980,0.027162,0.065,41.8924,0.286291211,42.0432,UP
169,41.9798,42.076,41.6539,33033086,33033086,-0.072427,-0.172,41.8994,0.284073109,41.9707,DOWN
170,41.8893,42.1246,41.5045,38088355,38088355,-0.416449,-0.992,41.7386,0.271333554,41.5543,DOWN
171,41.4909,41.7353,41.3189,25119508,25119508,-0.126744,-0.305,41.5218,0.267454169,41.4275,DOWN
172,41.6267,41.9164,41.2917,32453273,32453273,0.298757,0.721,41.6638,0.27659581,41.7263,UP
173,41.7535,41.9164,41.5723,20603960,20603960,0,0,41.7599,0.27659581,41.7263,DOWN
174,41.5181,41.5814,41.1197,25724544,25724544,-0.50698,-1.215,41.3327,0.261084392,41.2193,DOWN
175,41.174,42.4505,41.0473,33030972,33030972,1.1317,2.745,41.9379,0.295708202,42.351,UP
176,42.0975,42.3691,41.4094,34426595,34426595,-0.841948,-1.988,41.76,0.269947622,41.509,DOWN
177,41.2827,41.7535,39.7889,51978146,51978146,-1.6477,-3.969,40.5858,0.219537044,39.8613,DOWN
178,39.6712,40.3411,39.3725,37100207,37100207,-0.344019,-0.863,39.822,0.209012532,39.5173,DOWN
179,39.7165,40.1782,39.4358,38120558,38120558,0.072424,0.183,39.76,0.211227574,39.5897,UP
180,38.9288,39.2819,38.1141,60220961,60220961,-0.461715,-1.166,38.7055,0.197102088,39.128,DOWN
181,38.5033,39.0013,38.2227,49040989,49040989,-0.434551,-1.111,38.6278,0.183808772,38.6935,DOWN
182,39.1099,39.7753,38.7387,40683346,40683346,0.805736,2.082,39.357,0.208458771,39.4992,UP
183,38.9832,39.9609,38.7568,34530887,34530887,0.407394,1.031,39.5568,0.220922975,39.9066,UP
184,40.1601,40.7169,40.0062,36433824,36433824,0.724258,1.815,40.4894,0.243082581,40.6309,UP
185,40.7395,40.8029,40.0379,33579817,33579817,-0.452663,-1.114,40.3414,0.229232445,40.1782,DOWN
186,40.3955,41.1424,40.314,45451869,45451869,0.579408,1.442,40.7016,0.246958905,40.7576,UP
187,42.3962,42.4596,40.9025,61081039,61081039,1.0049,2.466,41.5357,0.277703331,41.7625,UP
188,41.3823,41.7353,41.3823,30371308,30371308,-0.199171,-0.477,41.5661,0.271608904,41.5633,DOWN
189,41.5181,42.0975,41.4366,29049750,29049750,0.525088,1.263,41.7903,0.287674083,42.0884,UP
190,42.0432,42.2785,41.9526,30283622,30283622,0.117691,0.28,42.1202,0.291275057,42.2061,UP
191,41.9345,41.9345,41.4366,30073873,30073873,-0.516034,-1.223,41.6695,0.275488288,41.6901,DOWN
192,42.4958,42.523,42.0794,35849656,35849656,0.81479,1.954,42.3762,0.300416697,42.5049,UP
193,42.4505,42.9666,42.3057,23130397,23130397,0.443608,1.044,42.7966,0.313988423,42.9485,UP
194,42.8226,43.211,42.7765,21530813,21530813,0.117691,0.274,43.0188,0.317589397,43.0662,UP
195,43.2744,43.3649,42.7855,22449594,22449594,0.262543,0.61,43.1579,0.325620457,43.3287,UP
196,43.3287,44.234,43.2653,33037841,33037841,0.76047,1.755,43.8611,0.348887584,44.0892,UP
197,44.2884,44.2884,43.7181,28000598,28000598,-0.018106,-0.041,43.9235,0.348333823,44.0711,DOWN
198,44.0439,44.4966,43.9534,36370067,36370067,0.190118,0.431,44.2221,0.35414984,44.2612,UP
199,44.225,44.2974,44.0394,23445239,23445239,-0.018104,-0.041,44.1904,0.353596079,44.2431,DOWN
200,43.9624,44.2884,43.9262,22722123,22722123,-0.081481,-0.184,44.1735,0.351102626,44.1616,DOWN
201,44.1888,44.9447,44.0937,26210433,26210433,0.75142,1.702,44.6983,0.374091343,44.913,UP
202,45.0307,45.3068,44.7139,29081657,29081657,-0.027163,-0.06,44.9776,0.373262232,44.8859,DOWN
203,44.732,44.999,44.4875,30318648,30318648,-0.108638,-0.242,44.7457,0.369936608,44.7772,DOWN
204,44.759,44.9367,44.3673,23996457,23996457,-0.373509,-0.834,44.5665,0.358509558,44.4037,DOWN
205,44.3308,44.4173,43.6658,26177450,26177450,-0.473738,-1.067,43.8972,0.344016937,43.93,DOWN
206,43.7296,44.3673,43.6111,21510587,21510587,0.437295,0.995,44.0854,0.357395917,44.3673,UP
207,44.6588,44.6861,43.3378,42884795,42884795,-0.655945,-1.478,43.9398,0.337325917,43.7113,DOWN
208,43.7204,43.7296,43.1738,35434245,35434245,-0.355298,-0.813,43.4442,0.326455687,43.356,DOWN
209,43.4198,43.7022,43.2285,28007993,28007993,-0.109326,-0.252,43.4275,0.323111707,43.2467,DOWN
210,43.2649,43.7204,43.0736,27164877,27164877,0.255092,0.59,43.4134,0.330916367,43.5018,UP
211,43.684,43.9072,43.3743,21534426,21534426,0.054662,0.126,43.6665,0.332589887,43.5565,UP
212,43.6202,44.4402,43.4654,31191575,31191575,0.737932,1.694,44.1519,0.355165578,44.2944,UP
213,44.4948,44.6861,43.9118,25773478,25773478,-0.145762,-0.329,44.1932,0.350704898,44.1486,DOWN
214,44.1304,44.1851,43.5519,23534752,23534752,-0.346194,-0.784,43.8746,0.340113077,43.8024,DOWN
215,44.0849,44.6952,43.9118,30345132,30345132,0.692384,1.581,44.4916,0.361296718,44.4948,UP
216,44.4766,44.6133,44.0757,27313449,27313449,-0.382633,-0.86,44.2337,0.349591257,44.1122,DOWN
217,43.9664,44.0484,43.2239,26663107,26663107,-0.660498,-1.497,43.6069,0.329383582,43.4517,DOWN
218,42.9187,43.6567,42.8641,24330506,24330506,-0.095657,-0.22,43.3271,0.326455687,43.356,DOWN
219,43.3469,43.4198,42.5453,30431788,30431788,-0.628613,-1.45,42.8898,0.307223976,42.7274,DOWN
220,42.8914,43.4927,42.527,29061918,29061918,0.245977,0.576,43.0834,0.314750226,42.9734,UP
221,42.6181,43.4836,42.5179,34248371,34248371,-0.200427,-0.466,43.0357,0.308619086,42.773,DOWN
222,43.0007,43.4289,42.4086,29247761,29247761,-0.25509,-0.596,42.766,0.300814426,42.5179,DOWN
223,41.8164,42.2172,41.1149,47801392,47801392,-1.3757,-3.235,41.6322,0.258725555,41.1422,DOWN
224,41.042,41.8574,40.9054,34970865,34970865,0.528398,1.284,41.4275,0.274891695,41.6706,UP
225,42.4359,43.2923,42.216,40105550,40105550,1.6216,3.892,42.941,0.324506816,43.2923,UP
226,43.3925,43.8207,42.9734,64551182,64551182,0.127543,0.295,43.4118,0.328407617,43.4198,UP
227,43.5291,43.8389,43.4654,26565984,26565984,0.291528,0.671,43.671,0.337325917,43.7113,UP
228,44.0666,44.4584,43.848,23656529,23656529,0.42819,0.98,44.2301,0.350426488,44.1395,UP
229,44.3126,44.3126,43.8024,11442790,11442790,-0.282421,-0.64,43.9363,0.341786597,43.8571,DOWN
230,44.1031,44.1031,43.5656,13197817,13197817,-0.236872,-0.54,43.6934,0.334538757,43.6202,DOWN
231,43.4562,43.5291,43.0554,14439518,14439518,-0.391744,-0.898,43.2273,0.322554887,43.2285,DOWN
232,43.2194,43.3834,42.6728,16384692,16384692,-0.391743,-0.906,42.9634,0.310567957,42.8367,DOWN
233,42.5725,43.2194,42.3175,21552450,21552450,-0.519288,-1.212,42.6242,0.294683286,42.3175,DOWN
234,42.5088,43.2012,42.3994,27913852,27913852,0.282421,0.667,42.6793,0.303323176,42.5999,UP
235,42.2446,42.5725,42.1352,39673865,39673865,-0.396298,-0.93,42.2773,0.291198571,42.2036,DOWN
236,42.2537,42.5899,41.4884,36447854,36447854,-0.614948,-1.457,41.9651,0.272382945,41.5886,DOWN
237,41.8893,42.3266,41.4429,29114061,29114061,0.528399,1.271,41.9791,0.288549086,42.117,UP
238,42.5908,43.5017,42.5634,29645202,29645202,1.239,2.942,43.2523,0.326455687,43.356,UP
239,43.3743,43.5656,42.7274,23944181,23944181,-0.364415,-0.841,43.106,0.315307047,42.9916,DOWN
240,43.2012,43.3105,42.2355,23651887,23651887,-0.537509,-1.25,42.5468,0.298862496,42.4541,DOWN
241,42.7912,43.6476,41.9622,35270601,35270601,-0.223203,-0.526,42.7973,0.292033801,42.2309,DOWN
242,41.871,42.1261,41.5613,29719580,29719580,-0.364413,-0.863,41.8591,0.28088516,41.8665,DOWN
243,42.1079,42.2537,41.37,32750779,32750779,-0.43274,-1.034,41.6096,0.267646915,41.4338,DOWN
244,41.2789,42.1626,41.1513,35695289,35695289,0.692383,1.671,41.7585,0.288827496,42.1261,UP
245,42.1808,42.4997,41.5157,36161860,36161860,0.136656,0.324,42.0713,0.293009766,42.2628,UP
246,41.8528,42.035,41.4338,39081143,39081143,-0.428184,-1.013,41.7507,0.279909195,41.8346,DOWN
247,42.2537,42.9415,41.9804,35898035,35898035,1.1023,2.635,42.5582,0.313636586,42.937,UP
248,43.1465,43.1738,42.6363,26211594,26211594,0.045552,0.106,42.9226,0.315028636,42.9825,UP
249,42.8185,42.9405,42.126,42525530,42525530,-0.154872,-0.36,42.5637,0.310289546,42.8276,DOWN
250,39.1288,39.3566,38.359,169163953,169163953,-3.963,-9.253,38.8361,0.189043493,38.8646,DOWN
251,38.9375,38.9831,37.4981,84507078,84507078,-1.3392,-3.446,38.241,0.148071322,37.5254,DOWN
252,37.2886,38.3727,37.161,63585273,63585273,0.747047,1.991,37.7286,0.170928482,38.2725,UP
253,37.8534,37.8807,36.7602,78004944,78004944,-1.4668,-3.832,37.2042,0.126052451,36.8057,DOWN
254,36.9788,37.6894,36.6508,50352532,50352532,0.801709,2.178,37.1578,0.150580072,37.6074,UP
255,37.9263,38.1996,37.3933,52082448,52082448,0.29153,0.775,37.6746,0.159498372,37.8989,UP
256,38.2087,38.4547,37.6803,41614812,41614812,0.218647,0.577,38.0588,0.166189392,38.1176,UP
257,38.4638,38.8464,38.1313,36548168,36548168,0.55573,1.458,38.6044,0.183190763,38.6733,UP
258,38.8829,38.9831,38.4,34616554,34616554,-0.036439,-0.094,38.6643,0.182077123,38.6369,DOWN
259,38.482,38.9375,38.4547,31381061,31381061,-0.045554,-0.118,38.6821,0.180682013,38.5913,DOWN
260,38.9375,38.9649,38.4273,29670676,29670676,0.218647,0.567,38.7522,0.187373033,38.81,UP
261,38.8555,38.8555,38.4547,38262509,38262509,-0.200426,-0.516,38.6065,0.181241892,38.6096,DOWN
262,38.8646,39.2564,38.728,33268831,33268831,0.646833,1.675,39.0462,0.201030423,39.2564,UP
263,39.5206,39.967,39.311,40264887,40264887,0.710606,1.81,39.6467,0.222770884,39.967,UP
264,40.3432,40.3707,39.6275,33695749,33695749,0.018338,0.046,39.8441,0.223330763,39.9853,UP
265,40.0312,40.0954,39.811,27111657,27111657,-0.045877,-0.115,39.9428,0.221929535,39.9395,DOWN
266,39.6183,39.9361,39.499,27603420,27603420,-0.027525,-0.069,39.769,0.221085126,39.9119,DOWN
267,39.9211,40.2606,39.7192,29721133,29721133,0.325718,0.816,40.0396,0.231049759,40.2376,UP
268,40.0954,40.545,40.0496,32518754,32518754,0.270666,0.673,40.339,0.239331693,40.5083,UP
269,40.5083,40.6459,40.2973,25271747,25271747,-0.05505,-0.136,40.4731,0.237648995,40.4533,DOWN
270,40.3248,40.4533,40.1872,29759820,29759820,-0.091753,-0.227,40.3191,0.234840419,40.3615,DOWN
271,40.3615,40.5817,40.2698,28957329,28957329,0.059641,0.148,40.4077,0.236663852,40.4211,UP
272,40.49,40.5542,40.0587,33807740,33807740,-0.188093,-0.465,40.2102,0.230912084,40.2331,DOWN
273,40.0679,40.545,39.9578,31924049,31924049,0.027526,0.068,40.2628,0.231753433,40.2606,UP
274,39.967,40.2101,39.5357,31748648,31748648,-0.550509,-1.367,39.7527,0.214911154,39.7101,DOWN
275,39.4623,39.6458,39.3431,25748692,25748692,-0.206439,-0.52,39.4977,0.208593387,39.5036,DOWN
276,39.5174,39.6734,39.288,23193541,23193541,0.050461,0.128,39.5506,0.21013841,39.5541,UP
277,39.4532,39.5541,38.6733,36248785,36248785,-0.688138,-1.74,38.9648,0.189086325,38.866,DOWN
278,38.71,39.5679,38.71,32107957,32107957,0.449585,1.157,39.1876,0.202838559,39.3155,UP
279,38.8568,39.1871,38.5632,39159730,39159730,-0.752365,-1.914,38.7689,0.179822307,38.5632,DOWN
280,38.8201,38.8751,38.3888,32215314,32215314,-0.045876,-0.119,38.5803,0.178418019,38.5173,DOWN
281,37.9209,38.2145,37.4897,59992502,59992502,-0.880812,-2.287,37.7993,0.151470372,37.6365,DOWN
282,37.3429,38.0494,37.2603,58007705,58007705,0.330305,0.878,37.6197,0.16157574,37.9668,UP
283,38.0494,38.2053,37.875,35273452,35273452,0.165152,0.435,38.0413,0.166626894,38.1319,UP
284,37.9576,38.3797,37.7558,31673448,31673448,0.123865,0.325,38.0846,0.170417554,38.2558,UP
285,38.0127,39.2972,37.9209,44194771,44194771,0.7386,1.931,38.7406,0.193014661,38.9944,UP
286,38.7742,39.077,38.7375,33879066,33879066,-0.197264,-0.506,38.8989,0.186978364,38.7971,DOWN
287,39.0495,39.4348,38.9852,71904529,71904529,0.545921,1.407,39.2491,0.203682967,39.3431,UP
288,39.3431,39.5724,39.2513,26246086,26246086,-0.022937,-0.058,39.4121,0.202979294,39.3201,DOWN
289,39.2513,39.6091,39.2238,25513252,25513252,0.041286,0.105,39.47,0.204242847,39.3614,UP
290,39.3798,39.3844,38.0218,43469907,43469907,-1.3212,-3.357,38.4229,0.163821377,38.0402,DOWN
291,37.82,38.1778,37.5447,37495627,37495627,-0.229377,-0.603,37.8594,0.156802996,37.8108,DOWN
292,37.7282,38.0127,37.4622,34401398,34401398,-0.220203,-0.582,37.6186,0.150066084,37.5906,DOWN
293,37.7099,38.1136,37.5356,35049662,35049662,-0.009176,-0.024,37.7769,0.149784615,37.5814,DOWN
294,37.4163,37.6457,37.1961,34887219,34887219,-0.279842,-0.745,37.3764,0.14122427,37.3016,DOWN
295,37.2511,37.3979,36.9851,36865322,36865322,0.059638,0.16,37.2486,0.143047703,37.3612,UP
296,37.3062,37.3796,36.8107,37487476,37487476,-0.394532,-1.056,37.0042,0.130978168,36.9667,DOWN
297,37.0126,38.3338,36.8658,39223692,39223692,1.1515,3.115,37.845,0.166207749,38.1182,UP
298,38.1778,38.4531,37.9026,28809375,28809375,-0.013762,-0.036,38.2343,0.165785545,38.1044,DOWN
299,38.0402,38.2512,37.6548,24753438,24753438,-0.100929,-0.265,37.9244,0.162698558,38.0035,DOWN
300,37.8475,38.187,37.8475,25723861,25723861,0.055051,0.145,38.059,0.164381257,38.0585,UP
301,38.1962,38.4898,37.9943,28022002,28022002,0.220204,0.579,38.2892,0.171118168,38.2787,UP
302,37.9851,38.5907,37.976,30276692,30276692,0.0367,0.096,38.3557,0.172240987,38.3154,UP
303,38.3521,38.5632,37.976,24244382,24244382,-0.100928,-0.263,38.1826,0.169154001,38.2145,DOWN
304,38.3154,38.9577,38.242,27343581,27343581,0.555099,1.453,38.6577,0.186137014,38.7696,UP
305,38.4898,38.8476,38.3705,22509652,22509652,-0.087164,-0.225,38.6389,0.183472232,38.6825,DOWN
