date,open,high,low,volume,unadjustedVolume,change,changePercent,vwap,changeOverTime,close,trend
306,38.2329,38.2971,37.7649,42387608,42387608,-0.500047,-1.293,38.0563,0.168171917,38.1824,DOWN
307,38.2879,39.6091,38.242,46057733,46057733,1.1836,3.1,39.2218,0.204383582,39.366,UP
308,39.4532,39.5908,39.0219,26013844,26013844,-0.247726,-0.629,39.2126,0.196805321,39.1183,DOWN
309,39.1504,39.5724,39.0403,25064273,25064273,0.321129,0.821,39.4003,0.206629219,39.4394,UP
310,39.3522,40.0129,39.2697,46309530,46309530,0.325718,0.826,39.7091,0.216593852,39.7651,UP
311,41.8938,44.1692,41.8846,130933665,130933665,4.1563,10.452,43.1524,0.343756884,43.9215,UP
312,43.3343,44.16,43.3251,59248172,59248172,0.146801,0.334,43.8168,0.348248158,44.0683,UP
313,43.8389,45.1509,43.7655,60730778,60730778,1.0322,2.342,44.8465,0.379827814,45.1005,UP
314,44.7014,45.2427,44.4995,47804562,47804562,-0.087163,-0.193,44.8653,0.377159973,45.0133,DOWN
315,44.683,45.4537,44.5913,64725457,64725457,-0.385358,-0.856,44.9162,0.365371907,44.628,DOWN
316,44.5729,44.8436,44.4078,38937336,38937336,0.013763,0.031,44.6396,0.365791052,44.6417,UP
317,44.3802,44.839,44.2059,34039485,34039485,-0.380769,-0.853,44.4467,0.354140661,44.2609,DOWN
318,43.8756,44.1875,43.4077,50369191,50369191,-0.587208,-1.327,43.8437,0.336175564,43.6737,DOWN
319,43.6462,43.8297,42.2241,52433020,52433020,-1.2111,-2.773,42.7081,0.299122549,42.4626,DOWN
320,42.4534,43.2012,42.3525,32971654,32971654,0.385357,0.908,42.9386,0.310913675,42.848,UP
321,43.6279,44.0224,43.6003,35364911,35364911,0.963391,2.248,43.8013,0.340388428,43.8114,UP
322,43.6279,43.9582,43.4627,24609416,24609416,-0.348656,-0.796,43.6656,0.329720121,43.4627,DOWN
323,42.9856,43.7471,42.5911,29928264,29928264,-0.018349,-0.042,43.2791,0.329160242,43.4444,DOWN
324,44.2151,44.3344,43.6462,34184613,34184613,0.252316,0.581,43.9652,0.336879237,43.6967,UP
325,44.0684,44.7931,44.0683,32980892,32980892,1.0047,2.299,44.6136,0.367617544,44.7014,UP
326,44.839,44.8711,44.0866,28642694,28642694,-0.389945,-0.872,44.3679,0.355685684,44.3114,DOWN
327,44.0224,44.2426,43.6829,24136502,24136502,-0.261493,-0.59,43.9506,0.347685219,44.0499,DOWN
328,43.9206,44.1515,43.5697,28574813,28574813,-0.110815,-0.252,43.8221,0.344295347,43.9391,DOWN
329,43.7636,44.2623,43.6528,25047919,25047919,0,0,43.927,0.344295347,43.9391,DOWN
330,43.6621,43.9576,43.4081,22410698,22410698,-0.147755,-0.336,43.7405,0.339776538,43.7914,DOWN
331,43.6805,43.7267,43.2373,25720583,25720583,-0.480213,-1.097,43.4323,0.325081993,43.3111,DOWN
332,43.2465,43.2927,42.6555,29581860,29581860,-0.286275,-0.661,42.9125,0.316325844,43.0249,DOWN
333,43.2373,44.1146,43.0526,27335639,27335639,0.941949,2.189,43.8115,0.345142815,43.9668,UP
334,43.8652,44.3454,43.7636,19283666,19283666,-0.147758,-0.336,43.9409,0.340624006,43.8191,DOWN
335,43.8006,43.9299,43.0249,36519594,36519594,-0.54485,-1.243,43.3816,0.323953056,43.2742,DOWN
336,43.4589,44.1146,43.0526,28837332,28837332,0.341686,0.79,43.6122,0.334407201,43.6159,UP
337,43.3388,43.7267,43.0526,21498326,21498326,-0.286281,-0.656,43.4073,0.325647992,43.3296,DOWN
338,43.7452,44.0822,43.2373,28002154,28002154,-0.064643,-0.149,43.5871,0.323671586,43.265,DOWN
339,43.2096,43.5512,42.6647,27745512,27745512,-0.452503,-1.046,42.9686,0.309827569,42.8125,DOWN
340,42.7663,42.9602,42.3323,25438086,25438086,-0.203165,-0.475,42.6788,0.303610764,42.6093,DOWN
341,42.7571,42.8771,42.1753,22121634,22121634,-0.378628,-0.889,42.4329,0.292027682,42.2307,DOWN
342,42.2584,42.4246,41.9813,24406057,24406057,-0.073878,-0.175,42.1947,0.289766747,42.1568,DOWN
343,42.2861,43.2465,42.1937,28417405,28417405,0.88654,2.103,42.9656,0.316888783,43.0433,UP
344,43.0895,43.3296,42.6001,27347758,27347758,-0.15699,-0.365,42.8917,0.312085444,42.8863,DOWN
345,42.6832,42.914,42.3877,23930972,23930972,-0.434035,-1.012,42.5753,0.298807426,42.4523,DOWN
346,41.9721,42.1568,41.5751,33254517,33254517,-0.457123,-1.077,41.8756,0.284822674,41.9952,DOWN
347,41.8797,42.7016,41.8336,27070306,27070306,0.327833,0.781,42.343,0.294851555,42.323,UP
348,42.2307,42.5447,41.889,28704061,28704061,0.12929,0.305,42.2982,0.298807426,42.4523,UP
349,42.6832,43.2188,42.637,32658343,32658343,0.692605,1.631,42.9994,0.319997185,43.1449,UP
350,43.2096,43.2419,42.4708,63837036,63837036,-0.572553,-1.327,42.7531,0.302481827,42.5724,DOWN
351,42.7848,43.1449,42.6278,20318055,20318055,0.120051,0.282,42.8152,0.306153168,42.6924,UP
352,42.6001,42.7386,42.1291,25896473,25896473,-0.295513,-0.692,42.3521,0.29711249,42.3969,DOWN
353,42.1753,42.7063,42.0644,34890901,34890901,-0.253959,-0.599,42.3246,0.289341484,42.1429,DOWN
354,42.5077,42.5354,42.0183,20615995,20615995,0.013854,0.033,42.2512,0.289766747,42.1568,UP
355,42.1568,42.7386,41.5842,49835287,49835287,-0.360156,-0.854,41.9555,0.278746604,41.7966,DOWN
356,41.5935,41.7689,40.9655,34081746,34081746,-0.821895,-1.966,41.2966,0.253600974,40.9747,DOWN
357,41.2887,41.298,40.5776,35945384,35945384,-0.203168,-0.496,40.8129,0.247387229,40.7716,DOWN
358,41.0579,41.7689,40.7254,28343907,28343907,0.272429,0.668,41.1552,0.255721174,41.044,UP
359,41.0763,41.3257,40.6885,21752013,21752013,-0.041557,-0.101,40.9375,0.254448442,41.0024,DOWN
360,40.5961,41.0763,40.5869,23033961,23033961,-0.009236,-0.023,40.8763,0.254166973,40.9932,DOWN
361,40.947,41.0856,40.0051,36435827,36435827,-0.083113,-0.203,40.5741,0.251624569,40.9101,DOWN
362,41.0394,41.4642,40.6608,39785901,39785901,-0.055408,-0.135,41.0263,0.249929633,40.8547,DOWN
363,41.3257,41.7597,41.0948,32424672,32424672,0.258573,0.633,41.4115,0.257841374,41.1133,UP
364,41.5658,41.6858,41.1594,25465757,25465757,0.083113,0.202,41.4113,0.260383778,41.1964,UP
365,41.5334,42.1291,41.5104,28178329,28178329,0.858837,2.085,41.9933,0.286658345,42.0552,UP
366,41.9721,42.4431,41.8428,22880260,22880260,0.073876,0.176,42.1907,0.288919279,42.1291,UP
367,42.1845,42.3784,41.9536,26629615,26629615,0.129288,0.307,42.2512,0.29287515,42.2584,UP
368,42.4892,43.1172,42.4477,26271673,26271673,0.83113,1.967,42.8589,0.318302249,43.0895,UP
369,42.9879,43.2003,42.7201,29467107,29467107,-0.03694,-0.086,42.9639,0.317173312,43.0526,DOWN
370,43.0803,43.5235,42.8863,30631905,30631905,0.277044,0.644,43.2098,0.325647992,43.3296,UP
371,43.2003,43.7082,42.9233,42781899,42781899,0.332452,0.767,43.302,0.335820667,43.6621,UP
372,41.9629,43.3388,41.744,59152427,59152427,-1.6068,-3.68,42.3298,0.286658345,42.0552,DOWN
373,41.8059,42.6924,41.6489,33934010,33934010,0.52638,1.252,42.4124,0.302763296,42.5816,UP
374,42.3969,42.7755,42.2953,32333244,32333244,-0.156987,-0.369,42.4817,0.297959958,42.4246,DOWN
375,42.4246,42.4892,41.7874,39701420,39701420,-0.544854,-1.284,42.0418,0.281289008,41.8797,DOWN
376,42.0921,42.1466,41.3626,34328948,34328948,-0.009235,-0.022,41.8426,0.281007538,41.8705,DOWN
377,41.9259,43.2003,41.7966,40945864,40945864,0.877304,2.095,42.7188,0.307848104,42.7478,UP
378,42.7201,43.7729,42.4154,39777883,39777883,0.544852,1.275,43.2098,0.324519054,43.2927,UP
379,43.6713,43.7452,42.9417,31201480,31201480,-0.166226,-0.384,43.231,0.319431187,43.1264,DOWN
380,43.385,43.4035,42.8956,24125886,24125886,0.101584,0.236,43.1375,0.322539589,43.228,UP
381,43.1726,44.0592,43.108,33403916,33403916,0.674136,1.559,43.8213,0.34316641,43.9022,UP
382,44.3085,44.7056,43.9022,26959655,26959655,0.036941,0.084,44.1941,0.344295347,43.9391,UP
383,44.0592,44.1146,42.7848,27368000,27368000,-0.886541,-2.018,43.1618,0.317173312,43.0526,DOWN
384,42.8402,43.2003,42.7201,19163038,19163038,0.110818,0.257,42.9912,0.320563184,43.1634,UP
385,43.3573,43.856,43.2557,23079870,23079870,0.544853,1.262,43.6807,0.337231074,43.7082,UP
386,43.2373,43.3481,42.3877,29237402,29237402,-0.849602,-1.944,42.8207,0.311237976,42.8586,DOWN
387,42.6555,43.3111,42.2076,30198532,30198532,0.304749,0.711,42.7879,0.320563184,43.1634,UP
388,43.4589,43.4958,42.9325,22627241,22627241,-0.009235,-0.021,43.2076,0.320278655,43.1541,DOWN
389,42.9695,43.4958,42.9602,21473402,21473402,0.249341,0.578,43.2804,0.327908926,43.4035,UP
390,43.228,43.8191,43.0064,21099746,21099746,0.295513,0.681,43.5435,0.336949605,43.699,UP
391,43.541,44.0894,43.4108,23574104,23574104,0.241681,0.553,43.8346,0.344344298,43.9407,UP
392,43.4852,43.7641,43.039,31485511,31485511,-0.613516,-1.396,43.384,0.325574565,43.3272,DOWN
393,42.8252,43.197,42.4441,36238227,36238227,-0.88309,-2.038,42.6781,0.298556551,42.4441,DOWN
394,42.1094,42.2768,40.0365,70053084,70053084,-2.4076,-5.672,41.0164,0.224897202,40.0365,DOWN
395,37.601,40.2596,36.9224,88753660,88753660,-1.2921,-3.227,39.0887,0.185366033,38.7444,DOWN
396,39.5671,40.1945,37.5453,70616597,70616597,-1.1248,-2.903,39.1044,0.150953325,37.6196,DOWN
397,39.0512,39.8227,38.1681,63407996,63407996,2.0822,5.535,38.8058,0.214660279,39.7019,UP
398,40.1016,40.8545,39.9017,50943211,50943211,1.1062,2.786,40.5097,0.248500869,40.808,UP
399,40.4083,41.0404,40.334,28246725,28246725,0.027887,0.068,40.7217,0.249354456,40.8359,UP
400,40.6593,40.8359,40.0644,34441662,34441662,-0.381121,-0.933,40.444,0.237694887,40.4548,DOWN
401,39.2557,39.5903,38.7258,49688896,49688896,-1.5803,-3.906,39.1314,0.189346379,38.8745,DOWN
402,39.265,40.3247,38.9303,37671518,37671518,1.4315,3.682,39.6892,0.233145483,40.3061,UP
403,40.3525,40.8824,40.2317,28285205,28285205,0.13014,0.323,40.5791,0.237125829,40.4362,UP
404,39.7948,40.0086,39.2231,37138775,37138775,-0.827316,-2.046,39.5778,0.211814989,39.6089,DOWN
405,40.2503,40.901,40.1573,32469766,32469766,1.1898,3.004,40.6065,0.24821634,40.7987,UP
406,41.0962,41.2728,39.8878,33469485,33469485,-0.762248,-1.868,40.4868,0.224897202,40.0365,DOWN
407,40.083,40.7058,39.7344,31366630,31366630,0.204506,0.511,40.2262,0.23115378,40.241,UP
408,40.1016,40.5199,39.9156,27132527,27132527,0.176619,0.439,40.2893,0.236556771,40.4176,UP
409,40.3711,40.3804,39.8413,23656048,23656048,-0.40901,-1.012,39.9848,0.224043616,40.0086,DOWN
410,40.148,41.1706,40.0458,28882206,28882206,0.873794,2.184,40.7967,0.250777101,40.8824,UP
411,40.8731,41.2542,40.7523,23372162,23372162,0.297461,0.728,41.0582,0.259878968,41.1799,UP
412,41.1706,41.8306,40.9754,32768161,32768161,-0.046478,-0.113,41.3267,0.258456323,41.1334,DOWN
413,40.4362,40.8917,40.2782,63143684,63143684,-0.715767,-1.74,40.4928,0.236556771,40.4176,DOWN
414,40.5478,41.3379,40.5292,26177224,26177224,0.585626,1.449,41.0263,0.254472918,41.0032,UP
415,40.3247,40.9475,40.2596,28085903,28085903,-0.195209,-0.476,40.5861,0.248500869,40.808,DOWN
416,40.8359,41.059,40.4455,17145238,17145238,-0.027887,-0.068,40.7926,0.247647282,40.7801,DOWN
417,40.3897,41.0218,40.2224,27905607,27905607,0.037185,0.091,40.6362,0.248785398,40.8173,UP
418,41.3472,41.5796,40.6779,29384601,29384601,0.027888,0.068,41.1856,0.249638985,40.8452,UP
419,40.743,40.98,40.162,27613785,27613785,-0.604222,-1.479,40.5339,0.23115378,40.241,DOWN
420,40.3154,40.5013,40.0179,32763557,32763557,0.139437,0.347,40.3344,0.235418655,40.3804,UP
421,40.7894,41.1799,40.5849,34958880,34958880,0.762246,1.888,40.9562,0.258740852,41.1427,UP
422,41.5982,41.5982,40.6686,28657859,28657859,0.325348,0.791,41.1464,0.268693247,41.468,UP
423,41.152,42.3604,40.8266,41839035,41839035,0.892386,2.152,41.7521,0.29599579,42.3604,UP
424,42.5231,43.5874,42.4813,34369286,34369286,0.985342,2.326,43.2453,0.326143623,43.3458,UP
425,43.0669,43.8524,42.9646,27510808,27510808,0.111547,0.257,43.5166,0.329554911,43.4573,UP
426,43.7827,44.015,42.7137,27711492,27711492,0.046478,0.107,43.3082,0.330977556,43.5038,UP
427,43.2807,44.1684,43.2249,33772709,33772709,0.60422,1.389,43.7247,0.34946276,44.108,UP
428,44.108,44.1917,43.6153,28600632,28600632,-0.316054,-0.717,43.8436,0.339791835,43.7919,DOWN
429,43.6711,43.7548,43.2249,19769066,19769066,-0.10225,-0.233,43.576,0.336665076,43.6897,DOWN
430,43.2807,43.8104,43.2807,19987816,19987816,-0.102253,-0.234,43.579,0.333535257,43.5874,DOWN
431,43.3643,43.7827,43.2528,24697766,24697766,-0.19521,-0.448,43.4908,0.327563208,43.3922,DOWN
432,43.699,43.7176,43.2528,27189370,27189370,0.306757,0.707,43.536,0.336949605,43.699,UP
433,43.7083,44.1917,43.594,26450334,26450334,0.464784,1.064,43.9489,0.351169934,44.1638,UP
434,44.0801,44.5077,43.7083,29387581,29387581,0.102251,0.232,44.1804,0.354296693,44.266,UP
435,44.0987,44.4426,43.7083,30802235,30802235,0.139437,0.315,44.2235,0.358564628,44.4055,UP
436,44.5449,44.61,43.7919,25264710,25264710,-0.529854,-1.193,44.223,0.342352596,43.8756,DOWN
437,44.1824,45.5024,43.7734,56637074,56637074,0.771542,1.758,44.8358,0.365959322,44.6472,UP
438,48.6164,50.2617,48.5699,135227059,135227059,4.4991,10.077,49.4369,0.503607093,49.1463,UP
439,48.8302,50.4941,48.8023,64633324,64633324,1.2828,2.61,49.8441,0.542853734,50.4291,UP
440,50.1874,50.5406,49.8063,50999907,50999907,-0.520559,-1.032,50.1441,0.526926231,49.9085,DOWN
441,49.7691,50.1781,49.137,47000753,47000753,0.269576,0.54,49.5784,0.535174511,50.1781,UP
442,49.7691,50.0386,49.4716,30202078,30202078,-0.576332,-1.149,49.7039,0.517542894,49.6018,DOWN
443,49.5646,50.1874,48.9139,46619761,46619761,-0.669289,-1.349,49.502,0.497065986,48.9325,DOWN
444,49.1277,49.6018,48.9139,30284982,30284982,0.557741,1.14,49.3559,0.514128546,49.4902,UP
445,49.202,50.5592,49.1741,36596931,36596931,0.845907,1.709,50.0942,0.540008444,50.3361,UP
446,50.364,51.0147,50.2524,37087849,37087849,0.232391,0.462,50.5585,0.547118609,50.5685,UP
447,50.6522,50.8474,50.1967,31468485,31468485,-0.018591,-0.037,50.5116,0.546549551,50.5499,DOWN
448,50.2757,51.1077,50.1632,32851204,32851204,0.501966,0.993,50.7453,0.561907996,51.0519,UP
449,50.7079,51.0054,49.7877,32513067,32513067,-0.706471,-1.384,50.316,0.540292973,50.3454,DOWN
450,50.2617,50.3175,49.5181,55283697,55283697,-0.60422,-1.2,49.7626,0.521807769,49.7412,DOWN
451,49.9178,50.3826,49.6947,36516260,36516260,0.13014,0.262,50.0176,0.525788115,49.8713,UP
452,49.7133,50.1772,49.4437,35361095,35361095,-0.306758,-0.615,49.7411,0.516404778,49.5646,DOWN
453,49.3322,49.5367,48.8302,36848175,36848175,-0.446194,-0.9,49.1794,0.502753506,49.1184,DOWN
454,49.3415,50.0944,49.1277,32165198,32165198,0.859854,1.751,49.7438,0.529058668,49.9782,UP
455,49.7583,50.0952,49.4588,31551255,31551255,-0.407079,-0.815,49.7615,0.516603642,49.5711,DOWN
456,49.5992,50.5163,49.5804,29710030,29710030,0.823531,1.661,50.0734,0.541801283,50.3947,UP
457,50.5257,51.1527,50.3301,28149228,28149228,0.084229,0.167,50.7762,0.54437734,50.4789,UP
458,50.769,50.8158,49.8472,37147608,37147608,0.233957,0.463,50.4307,0.551536456,50.7129,UP
459,50.769,50.9655,50.3011,28235918,28235918,0,0,50.6523,0.551536456,50.7129,DOWN
460,50.4602,50.9468,50.142,24600043,24600043,0.056149,0.111,50.6231,0.553252809,50.769,UP
461,50.6193,50.7503,50.2449,21005147,21005147,-0.524066,-1.032,50.4955,0.537218225,50.2449,DOWN
462,50.3479,50.6099,50.3385,9009132,9009132,0.2246,0.447,50.4813,0.544089752,50.4695,UP
463,51.0404,51.4335,50.535,56241417,56241417,0.393051,0.779,50.9826,0.556116455,50.8626,UP
464,50.9187,51.6861,50.8158,39952779,39952779,0.814175,1.601,51.3473,0.581026507,51.6768,UP
465,51.7704,52.3693,51.527,47274879,47274879,-0.009358,-0.018,51.9245,0.580738919,51.6674,DOWN
466,51.9295,52.1915,50.4695,38627835,38627835,-0.945193,-1.829,50.9815,0.551820985,50.7222,DOWN
467,50.6474,52.622,50.6286,43963662,43963662,1.6003,3.155,51.9686,0.600781384,52.3225,UP
468,52.2102,52.3787,51.7423,30709765,30709765,-0.093586,-0.179,52.0536,0.597917737,52.2289,DOWN
469,51.9107,52.5003,51.4615,32878026,32878026,-0.018717,-0.036,52.1156,0.59734562,52.2102,DOWN
470,51.8171,52.2851,51.0123,36373209,36373209,-0.758027,-1.452,51.5681,0.57415498,51.4522,DOWN
471,51.8359,52.0839,51.4803,31775826,31775826,0.271393,0.527,51.7744,0.58245833,51.7236,UP
472,51.1995,51.5645,50.5444,39549497,39549497,-1.1324,-2.189,50.9584,0.547813104,50.5912,DOWN
473,50.8439,51.6674,50.2356,47006491,47006491,1.0107,1.998,50.965,0.578734978,51.6019,UP
474,52.0885,52.3131,51.5551,39842998,39842998,0.05615,0.109,51.9065,0.58045439,51.6581,UP
475,51.9762,52.636,51.2463,37503300,37503300,0.870326,1.685,52.0418,0.607080794,52.5284,UP
476,52.7436,53.146,51.9714,41280907,41280907,-0.402408,-0.766,52.513,0.594769562,52.126,DOWN
477,52.1915,52.4067,50.5631,84684164,84684164,-1.4693,-2.819,51.3309,0.549817045,50.6567,DOWN
478,51.3586,51.7984,50.7467,37246325,37246325,0.655088,1.293,51.1669,0.56985951,51.3118,UP
479,51.4615,51.9201,51.003,28322241,28322241,0.486634,0.948,51.5292,0.5847468,51.7984,UP
480,52.126,52.2944,51.8827,27279832,27279832,0.439841,0.849,52.1333,0.598205326,52.2383,UP
481,52.2757,52.3693,51.8733,9570002,9570002,-0.140375,-0.269,52.1415,0.593909856,52.0979,DOWN
482,51.7984,52.3599,51.4522,22458293,22458293,0.262033,0.503,51.975,0.601925619,52.3599,UP
483,52.6781,53.2022,52.4629,27731403,27731403,0.561501,1.072,52.9004,0.619104437,52.9214,UP
484,52.8466,53.1367,52.6758,21704505,21704505,-0.2246,-0.424,52.8988,0.61223291,52.6968,DOWN
485,52.4442,52.5845,51.8639,27334061,27334061,-0.776743,-1.474,52.1402,0.588470152,51.9201,DOWN
486,50.8345,51.2837,49.9642,53777963,53777963,-0.636367,-1.226,50.6135,0.568999804,51.2837,DOWN
487,51.4054,51.8359,51.0404,34079674,34079674,0.233959,0.456,51.5126,0.57615892,51.5177,UP
488,50.8345,50.9095,50.1982,39518863,39518863,-0.935835,-1.817,50.6316,0.547525516,50.5818,DOWN
489,49.3185,50.0531,48.7289,56564852,56564852,-1.7594,-3.478,49.2436,0.49370059,48.8225,DOWN
490,49.0096,49.8613,48.8038,48753969,48753969,0.149732,0.307,49.3422,0.498280588,48.9722,UP
491,49.1407,49.4588,48.158,36943756,36943756,-0.028075,-0.057,48.8148,0.497420883,48.9441,DOWN
492,49.3746,49.6928,48.7195,36095539,36095539,0.449202,0.918,49.2376,0.511163938,49.3933,UP
493,50.3479,50.6006,48.0119,66883571,66883571,-1.0669,-2.16,49.3995,0.478525712,48.3265,DOWN
494,48.6634,49.9888,48.261,52381918,52381918,1.3757,2.847,49.2834,0.520614583,49.7022,UP
495,48.0177,48.6353,47.1099,71820697,71820697,-1.984,-3.992,47.775,0.45991507,47.7182,DOWN
496,48.1768,48.3639,46.8479,43564538,43564538,-0.402409,-0.843,47.4762,0.447603838,47.3158,DOWN
497,46.773,48.0832,45.9495,63272993,63272993,0.21524,0.455,46.9974,0.454187777,47.531,UP
498,47.7276,48.2703,47.0725,40191157,40191157,-0.290106,-0.61,47.6424,0.445312309,47.2409,DOWN
499,48.1112,48.9722,47.9709,37555789,37555789,1.6939,3.586,48.7163,0.497136354,48.9348,UP
500,48.6072,49.2717,48.3358,34707717,34707717,-0.467917,-0.956,48.7569,0.482821181,48.4669,DOWN
501,48.4669,49.0752,48.2423,28900820,28900820,0.355617,0.734,48.7776,0.49370059,48.8225,UP
502,48.6727,48.8506,47.7464,36775194,36775194,-0.889043,-1.821,48.2763,0.466499009,47.9334,DOWN
503,48.5324,48.8599,47.9615,62513789,62513789,0.781422,1.63,48.5035,0.49040862,48.7149,UP
504,51.2182,51.5551,50.5351,83611686,83611686,2.8403,5.83,51.2396,0.577303155,51.5551,UP
505,51.3586,51.5551,50.9983,44208542,44208542,-0.355616,-0.69,51.2672,0.566423746,51.1995,DOWN
506,50.6942,50.7784,49.2717,56313753,56313753,-1.6003,-3.126,49.9888,0.517463348,49.5992,DOWN
507,49.8332,49.9642,47.9709,57559814,57559814,-0.7861,-1.585,48.8339,0.493413001,48.8131,DOWN
508,48.757,49.4214,48.0738,46987123,46987123,-0.149734,-0.307,48.6048,0.488833003,48.6634,DOWN
509,48.6072,48.6634,46.38,62008994,62008994,-1.7219,-3.538,47.2067,0.436152312,46.9415,DOWN
510,46.3706,46.3893,45.0979,59290497,59290497,-0.701877,-1.495,45.709,0.414678023,46.2396,DOWN
511,45.8746,47.0163,45.5471,46740474,46740474,-0.121659,-0.263,46.2578,0.410954671,46.1179,DOWN
512,46.6888,47.1567,46.3425,38236954,38236954,0.402409,0.873,46.8063,0.423265903,46.5203,UP
513,45.5564,46.8947,45.3973,48878571,48878571,-0.018714,-0.04,46.1701,0.422693786,46.5016,DOWN
514,47.0257,47.4281,46.5578,34243324,34243324,0.758024,1.63,47.0597,0.445884426,47.2596,UP
